#,Citation ID,Citaton Type,Standard,Issuance Date,Abatement Due Date,Current Penalty,Initial Penalty,FTA Penalty,Contest,Latest Event,Note,activity_code
1.0,1001,Serious,19260021 B02,06/03/2022,06/30/2022,"$12,431","$14,502",$0,,I - Informal Settlement,,1579336.015
2.0,1002,Serious,19260200 C01,06/03/2022,06/30/2022,"$10,360","$10,360",$0,,I - Informal Settlement,Citation has been deleted.,1579336.015
1.0,01001,Serious,5A0001,08/08/2022,09/01/2022,"$14,502","$14,502",$0,09/06/2022,C - Contested,,1577014.015
2.0,01002,Serious,19100022 A01,08/08/2022,09/01/2022,"$10,360","$10,360",$0,09/06/2022,C - Contested,,1577014.015
3.0,01003A,Serious,19100037 A04,08/08/2022,09/01/2022,"$14,502","$14,502",$0,09/06/2022,C - Contested,,1577014.015
4.0,01003B,Serious,19100037 B02,08/08/2022,09/01/2022,$0,$0,$0,09/06/2022,C - Contested,,1577014.015
5.0,01003C,Serious,19100037 B04,08/08/2022,09/01/2022,$0,$0,$0,09/06/2022,C - Contested,,1577014.015
6.0,01004,Serious,19100151 C,08/08/2022,,"$6,215","$6,215",$0,09/06/2022,C - Contested,,1577014.015
7.0,01005A,Serious,19100157 C01,08/08/2022,,"$14,502","$14,502",$0,09/06/2022,C - Contested,,1577014.015
8.0,01005B,Serious,19100157 E02,08/08/2022,09/01/2022,$0,$0,$0,09/06/2022,C - Contested,,1577014.015
1.0,1001,Serious,19100023 B09,07/06/2022,07/14/2022,"$6,632","$6,632",$0,08/22/2022,C - Contested,,1576433.015
1.0,01001A,Other,19100305 G01 IV A,07/01/2022,,$872,"$1,163",$0,,I - Informal Settlement,,1574684.015
2.0,01001B,Other,19100305 G01 IV D,07/01/2022,,$0,$0,$0,,I - Informal Settlement,,1574684.015
1.0,1001,Other,3578(G),07/14/2022,,$185,$185,$0,08/02/2022,C - Contested,,1575572.015
2.0,1002,Other,5185(M),07/14/2022,,$185,$185,$0,08/02/2022,C - Contested,,1575572.015
3.0,2001,Serious,5185(N),07/14/2022,07/26/2022,"$3,375","$6,750",$0,08/02/2022,C - Contested,,1575572.015
1.0,1001,Other,3400(C),04/15/2022,,$800,$800,$0,05/10/2022,O - Administrative Law Judge Order,Citation has been deleted.,1570673.015
2.0,1002,Other,3664(A),04/15/2022,,$400,$400,$0,05/10/2022,O - Administrative Law Judge Order,,1570673.015
1.0,1001,Serious,UAC R614-1-5.D.1,01/13/2022,02/18/2022,"$5,000","$5,000",$0,01/27/2022,C - Contested,,1569555.015
2.0,1002,Serious,19100147 C04 I,01/13/2022,02/18/2022,"$5,000","$5,000",$0,01/27/2022,C - Contested,,1569555.015
1.0,1001,Other,342(A),06/17/2022,07/22/2022,"$5,000","$5,000",$0,07/01/2022,C - Contested,,1569761.015
2.0,1002,Other,43000004 A,06/17/2022,07/22/2022,$400,$400,$0,07/01/2022,C - Contested,,1569761.015
3.0,1003,Other,43000005 A,06/17/2022,07/22/2022,$400,$400,$0,07/01/2022,C - Contested,,1569761.015
4.0,2001,Serious,3205(C),06/17/2022,07/01/2022,"$18,000","$18,000",$0,07/01/2022,C - Contested,,1569761.015
1.0,1001,Other,18 IV B 2,01/05/2022,01/31/2022,$850,"$1,700",$0,,I - Informal Settlement,,1568859.015
1.0,1001,Serious,5A0001,04/13/2022,05/03/2022,"$7,044","$7,044",$0,05/10/2022,C - Contested,,1568886.015
1.0,1001,Serious,19100022 B,03/04/2022,04/20/2022,"$14,502","$14,502",$0,,I - Informal Settlement,Citation has been deleted.,1567532.015
2.0,1002,Other,19100022 D01,03/04/2022,04/20/2022,"$7,250","$14,502",$0,,I - Informal Settlement,,1567532.015
1.0,1001,Serious,5A0001,03/24/2022,05/10/2022,"$13,559","$13,559",$0,04/14/2022,C - Contested,,1567394.015
1.0,1001,Serious,19100037 A03,02/28/2022,03/10/2022,"$4,500","$4,500",$0,05/24/2022,C - Contested,,1568294.015
1.0,1001,Other,23400002 B,04/08/2022,05/13/2022,$260,$635,$0,07/12/2022,O - Administrative Law Judge Order,,1565956.015
2.0,1002,Other,23400016 C,04/08/2022,05/13/2022,$260,$425,$0,07/12/2022,O - Administrative Law Judge Order,,1565956.015
3.0,1003,Other,25000008 A,04/08/2022,05/13/2022,$425,$425,$0,07/12/2022,O - Administrative Law Judge Order,Citation has been deleted.,1565956.015
4.0,1004,Other,3272(B),04/08/2022,05/13/2022,$260,$315,$0,07/12/2022,O - Administrative Law Judge Order,,1565956.015
5.0,1005,Other,5162(D),04/08/2022,05/13/2022,$175,$425,$0,07/12/2022,O - Administrative Law Judge Order,,1565956.015
6.0,1006,Other,6151(C)(1),04/08/2022,05/13/2022,$210,$210,$0,07/12/2022,O - Administrative Law Judge Order,Citation has been deleted.,1565956.015
7.0,2001,Serious,5162(A),04/08/2022,04/20/2022,"$7,650","$7,650",$0,07/12/2022,O - Administrative Law Judge Order,Citation has been deleted.,1565956.015
1.0,1001,Other,296-800-11005,02/04/2022,03/09/2022,"$2,200","$2,700",$0,05/23/2022,F - Formal Settlement,,1566012.015
1.0,1001,Other,296-800-31010(4),01/18/2022,11/16/2021,"$3,000","$3,000",$0,05/09/2022,F - Formal Settlement,,1567500.015
1.0,1001,Serious,296-800-31025(1),12/13/2021,11/09/2021,"$2,100","$2,100",$0,01/07/2022,L - State Settlement,Citation has been deleted.,1562904.015
2.0,2001,Other,296-800-28027(2),12/13/2021,11/09/2021,$0,$0,$0,01/07/2022,L - State Settlement,,1562904.015
1.0,1001,Other,19101200 F06 II,01/25/2022,02/18/2022,$0,$0,$0,,Z - Issued,,1561852.015
1.0,1001,Other,6151(C)(1),01/18/2022,,$185,$185,$0,,Z - Issued,,1562563.015
1.0,1001,Other,3203(A)(8),12/17/2021,01/21/2022,$210,$210,$0,08/25/2022,C - Contested,,1559888.015
2.0,2001,Repeat,3395(I),12/17/2021,01/21/2022,"$5,000","$5,000",$0,08/25/2022,C - Contested,,1559888.015
3.0,3001,Repeat,3395(H),12/17/2021,12/29/2021,"$45,000","$45,000",$0,08/25/2022,C - Contested,,1559888.015
1.0,1001,Other,19040007 B03,01/27/2022,02/23/2022,"$1,937","$1,937",$0,,I - Informal Settlement,Citation has been deleted.,1556919.015
2.0,1002,Other,19040040 A,01/27/2022,02/23/2022,"$1,937","$1,937",$0,,I - Informal Settlement,Citation has been deleted.,1556919.015
3.0,1003,Other,19101030 H01 I,01/27/2022,02/23/2022,$0,$0,$0,,I - Informal Settlement,,1556919.015
1.0,1001,Other,296-800-13020(1),10/18/2021,11/04/2021,$0,$0,$0,,Z - Issued,,1555579.015
1.0,1001,Other,19100036 G04,02/24/2022,03/15/2022,"$7,770","$10,360",$0,,I - Informal Settlement,,1549823.015
1.0,1001,Other,19100178 L04 II B,11/09/2021,12/07/2021,"$13,653","$13,653",$0,,I - Informal Settlement,,1547108.015
1.0,1001,Other,19100037 A03,08/31/2021,09/24/2021,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,1545765.015
2.0,1002,Other,19100305 B02 I,08/31/2021,09/24/2021,$0,$0,$0,,I - Informal Settlement,,1545765.015
3.0,1003,Other,19040004 A,08/31/2021,10/19/2021,$0,$0,$0,,I - Informal Settlement,,1545765.015
1.0,1001,Serious,296-800-22022,09/22/2021,10/10/2021,"$3,240","$3,600",$0,01/03/2022,F - Formal Settlement,,1546084.015
2.0,2001,Other,296-800-28027(1),09/22/2021,08/05/2021,$0,$0,$0,01/03/2022,F - Formal Settlement,,1546084.015
3.0,2002,Other,296-800-30005(1),09/22/2021,08/05/2021,$0,$0,$0,01/03/2022,F - Formal Settlement,,1546084.015
1.0,1001,Other,19100022 A01,09/22/2021,10/12/2021,$0,$0,$0,,Z - Issued,,1546860.015
1.0,1001,Other,296-806-20012,09/01/2021,09/19/2021,$0,"$5,400",$0,09/17/2021,L - State Settlement,,1542614.015
1.0,1001,Serious,19100028 B01 I,08/27/2021,09/09/2021,"$7,802","$7,802",$0,,Z - Issued,,1542038.015
1.0,1001,Other,19100132 F01,10/07/2021,02/28/2022,"$4,000","$8,525",$0,11/03/2021,F - Formal Settlement,,1541266.015
2.0,1002,Serious,19100212 A01,10/07/2021,,"$7,022","$7,022",$0,11/03/2021,F - Formal Settlement,Citation has been deleted.,1541266.015
3.0,1003,Other,19100305 B01 I,10/07/2021,02/28/2022,"$4,000","$7,388",$0,11/03/2021,F - Formal Settlement,,1541266.015
4.0,1004,Other,19100305 B02 I,10/07/2021,02/28/2022,"$4,000","$6,157",$0,11/03/2021,F - Formal Settlement,,1541266.015
5.0,1005,Other,19101200 H01,10/07/2021,02/28/2022,"$4,000","$8,777",$0,11/03/2021,F - Formal Settlement,,1541266.015
6.0,2001,Other,19101200 E01 I,10/07/2021,11/24/2021,$821,$821,$0,11/03/2021,F - Formal Settlement,Citation has been deleted.,1541266.015
7.0,2002,Other,19101200 G08,10/07/2021,11/24/2021,$821,$821,$0,11/03/2021,F - Formal Settlement,Citation has been deleted.,1541266.015
1.0,1001,Serious,19100147 C01,12/28/2021,01/10/2022,"$13,653","$13,653",$0,01/21/2022,C - Contested,,1540203.015
1.0,1001,Serious,19100176 B,07/21/2021,08/16/2021,"$2,450","$2,450",$0,08/05/2021,C - Contested,,1537489.015
1.0,1001,Other,342(A),09/14/2021,,"$5,000","$5,000",$0,03/14/2022,C - Contested,,1533954.015
1.0,1001,Other,3203(A)(8)(B),09/24/2021,,$185,$185,$0,,Z - Issued,,1532844.015
2.0,1002,Other,3205(C),09/24/2021,,$750,$750,$0,,Z - Issued,,1532844.015
1.0,1001,Other,19100037 A03,11/04/2021,01/03/2022,"$7,500","$13,653",$0,,I - Informal Settlement,,1531780.015
1.0,1001,Serious,UAC R614-1-5.D.1,05/21/2021,06/07/2021,"$5,000","$5,000",$0,,I - Informal Settlement,,1526112.015
2.0,1002,Serious,UAC R614-6-10.A.7,05/21/2021,06/07/2021,"$5,000","$5,000",$0,,I - Informal Settlement,,1526112.015
1.0,1001,Other,296-800-15030,07/07/2021,07/15/2021,"$2,700","$2,700",$0,11/22/2021,F - Formal Settlement,,1525850.015
1.0,01001A,Serious,19100132 D01,06/16/2021,07/20/2021,"$2,625","$2,625",$0,,Z - Issued,,1522022.015
2.0,01001B,Serious,19100136 A,06/16/2021,07/20/2021,$0,$0,$0,,Z - Issued,,1522022.015
1.0,1001,Other,342(A),09/01/2021,10/20/2021,"$5,000","$5,000",$0,10/09/2021,C - Contested,,1517051.015
2.0,1002,Other,3203(A)(8),09/01/2021,10/20/2021,$200,$200,$0,,Z - Issued,,1517051.015
1.0,1001,Other,19100022 A01,07/29/2021,,"$3,500","$5,471",$0,,I - Informal Settlement,,1514241.015
2.0,1002,Serious,19100037 B04,07/29/2021,08/24/2021,"$5,471","$5,471",$0,,I - Informal Settlement,Citation has been deleted.,1514241.015
3.0,1003,Other,19100212 A03 II,07/29/2021,,"$6,799","$10,942",$0,,I - Informal Settlement,,1514241.015
4.0,2001,Other,19100022 A03,07/29/2021,,$429,$429,$0,,I - Informal Settlement,,1514241.015
5.0,2002,Other,19100101 B,07/29/2021,,$429,$429,$0,,I - Informal Settlement,,1514241.015
6.0,2003,Other,19100303 G01 I,07/29/2021,,$429,$429,$0,,I - Informal Settlement,,1514241.015
7.0,3001,Other,19100146 C02,07/29/2021,08/24/2021,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,1514241.015
8.0,3002,Other,19101200 H01,07/29/2021,09/27/2021,$0,$0,$0,,I - Informal Settlement,,1514241.015
1.0,1001,Other,3249(B),06/23/2021,,$315,$315,$0,03/07/2022,C - Contested,,1512248.015
2.0,1002,Other,5A0001,06/23/2021,,$475,$475,$0,03/07/2022,C - Contested,,1512248.015
1.0,1001,Other,19100178 M14,02/16/2021,,"$4,500","$7,270",$0,,I - Informal Settlement,,1508123.015
1.0,1001,Other,19101200 G08,03/05/2021,03/15/2021,$0,$0,$0,03/24/2021,C - Contested,,1507787.015
2.0,1002,Other,19101200 H01,03/05/2021,03/31/2021,$0,$0,$0,03/24/2021,C - Contested,,1507787.015
1.0,01001,Serious,5A0001,05/24/2021,,"$8,582","$8,582",$0,06/28/2021,J - ALJ Decision,Citation has been deleted.,1506767.015
2.0,01002,Other,19100176 B,05/24/2021,10/29/2021,"$6,437","$8,582",$0,06/28/2021,J - ALJ Decision,,1506767.015
3.0,01003A,Other,19100178 L03 I A,05/24/2021,10/25/2021,"$6,437","$8,582",$0,06/28/2021,J - ALJ Decision,,1506767.015
4.0,01003B,Serious,19100178 N08,05/24/2021,06/28/2021,$0,$0,$0,06/28/2021,J - ALJ Decision,Citation has been deleted.,1506767.015
1.0,1001,Other,3203(A),08/13/2021,09/17/2021,$0,$420,$0,09/03/2021,O - Administrative Law Judge Order,,1505904.015
1.0,1001,Other,3205(C),06/08/2021,07/02/2021,$900,$900,$0,,Z - Issued,,1507604.015
1.0,1001,Other,19100141 D02 II,01/15/2021,,$0,$0,$0,,Z - Issued,,1506018.015
1.0,1001,Serious,19100178 M05 III,03/12/2021,03/22/2021,"$4,000","$4,000",$0,04/21/2021,C - Contested,,1503964.015
1.0,1001,Serious,3203(A),06/03/2021,06/15/2021,"$22,950","$22,950",$0,07/14/2021,C - Contested,,1491480.015
1.0,1001,Serious,296-800-11005,10/15/2020,09/01/2020,"$2,700","$2,700",$0,10/27/2020,L - State Settlement,,1492165.015
1.0,1001,Other,19100135 A01,09/28/2020,10/23/2020,$0,$0,$0,,Z - Issued,,1490035.015
1.0,1001,Other,19040040 A,02/03/2021,02/15/2021,"$5,000","$5,000",$0,02/26/2021,C - Contested,,1488012.015
1.0,1001,Serious,NEVADA REVISED STATUTES 618.375(2,08/14/2020,,"$12,617","$12,617",$0,09/03/2020,C - Contested,,1487531.015
1.0,1001,Other,19100022 A03,12/17/2020,,"$12,000","$19,280",$0,,I - Informal Settlement,,1486123.015
1.0,1001,Serious,296-800-22022,09/17/2020,07/24/2020,"$2,800","$2,800",$0,02/09/2021,J - ALJ Decision,,1485107.015
1.0,1001,Serious,3314(C)(1),12/08/2020,12/18/2020,"$18,000","$18,000",$0,12/21/2020,C - Contested,,1485188.015
1.0,1001,Serious,NEVADA REVISED STATUTES 618.375(2,07/22/2020,08/03/2020,"$12,145","$12,145",$0,07/22/2020,C - Contested,,1484241.015
1.0,1001,Serious,NEVADA REVISED STATUTES 618.375(2,07/16/2020,07/22/2020,"$8,675","$8,675",$0,07/17/2020,C - Contested,,1483167.015
1.0,1001,Serious,NEVADA REVISED STATUTES 618.375(2,07/16/2020,07/22/2020,"$8,675","$8,675",$0,07/17/2020,C - Contested,,1483151.015
1.0,1001,Serious,NEVADA REVISED STATUTES 618.375(2,07/16/2020,07/24/2020,"$13,494","$13,494",$0,07/21/2020,C - Contested,,1483019.015
1.0,1001,Other,3203(A),01/04/2021,,"$2,000","$6,300",$0,01/15/2021,O - Administrative Law Judge Order,,1483129.015
1.0,1001,Other,3203(A)(4),07/28/2020,,$0,"$1,500",$0,08/19/2020,O - Administrative Law Judge Order,,1469714.015
1.0,1001,Other,19100212 A03 II,06/01/2020,,"$7,500","$11,740",$0,,I - Informal Settlement,,1463894.015
1.0,1001,Other,19100303 G01 I,08/05/2020,08/31/2020,$750,"$31,807",$0,,I - Informal Settlement,,1463070.015
2.0,1002,Other,19100305 B01 II,08/05/2020,08/24/2020,$750,$424,$0,,I - Informal Settlement,,1463070.015
3.0,1003,Other,19100305 B02 I,08/05/2020,08/24/2020,$750,$424,$0,,I - Informal Settlement,,1463070.015
4.0,1004,Other,19100305 G02 III,08/05/2020,08/24/2020,$750,$424,$0,,I - Informal Settlement,,1463070.015
5.0,2001,Other,19100101 B,08/05/2020,,$0,$0,$0,,I - Informal Settlement,,1463070.015
6.0,2002,Other,19101200 F06 I,08/05/2020,08/24/2020,$0,$0,$0,,I - Informal Settlement,,1463070.015
1.0,1001,Other,19100119 D03 I B,07/08/2020,02/16/2021,"$6,265","$9,639",$0,07/30/2020,F - Formal Settlement,,1455592.015
2.0,1002,Serious,19100119 D03 II,07/08/2020,02/16/2021,"$6,265","$9,639",$0,07/30/2020,F - Formal Settlement,,1455592.015
3.0,1003,Serious,19100119 J06 II,07/08/2020,08/10/2020,"$9,639","$9,639",$0,07/30/2020,F - Formal Settlement,Citation has been deleted.,1455592.015
4.0,1004,Other,19100119 L01,07/08/2020,02/16/2021,"$6,265","$9,639",$0,07/30/2020,F - Formal Settlement,,1455592.015
1.0,1001,Other,3328(G),01/08/2020,,$210,$850,$0,01/16/2020,O - Administrative Law Judge Order,,1452616.015
1.0,1001,Other,19100178 L02 I A,11/08/2019,12/16/2019,"$1,000","$5,000",$0,12/02/2019,F - Formal Settlement,,1439633.015
1.0,1001,Serious,3314(C),02/07/2020,,"$2,700","$2,700",$0,02/20/2020,O - Administrative Law Judge Order,Citation has been deleted.,1434925.015
2.0,2001,Other,4002(A),02/07/2020,,"$2,700","$2,700",$0,02/20/2020,O - Administrative Law Judge Order,,1434925.015
1.0,1001,Other,19100037 A03,10/30/2019,,$542,$904,$0,,I - Informal Settlement,,1434692.015
1.0,1001,Other,342(A),01/23/2020,,"$5,000","$5,000",$0,,Z - Issued,,1432635.015
1.0,1001,Repeat,342(A),02/28/2020,04/03/2020,"$10,000","$20,000",$0,04/07/2020,Y - State Decision,,1461476.015
2.0,2001,Serious,3385(A),02/28/2020,03/11/2020,"$15,300","$15,300",$0,04/07/2020,O - Administrative Law Judge Order,,1461476.015
3.0,3001,Serious,3668(A)(1),02/28/2020,03/11/2020,"$15,300","$15,300",$0,04/07/2020,Y - State Decision,Citation has been deleted.,1461476.015
1.0,1001,Other,3650(T)(12),02/04/2020,,$315,"$1,275",$0,02/14/2020,Y - State Decision,,1433863.015
1.0,1001,Repeat,342(A),03/03/2020,,"$10,000","$10,000",$0,03/12/2020,O - Administrative Law Judge Order,,1429571.015
2.0,1002,Other,3203(A),03/03/2020,,"$1,000","$1,000",$0,03/12/2020,O - Administrative Law Judge Order,Citation has been deleted.,1429571.015
1.0,1001,Other,23400002 B,12/20/2019,,$0,$450,$0,01/13/2020,O - Administrative Law Judge Order,,1425251.015
2.0,1002,Other,23400016 B01,12/20/2019,,$800,$800,$0,01/13/2020,O - Administrative Law Judge Order,,1425251.015
3.0,1003,Other,3216(B),12/20/2019,02/10/2020,$300,$300,$0,01/13/2020,O - Administrative Law Judge Order,,1425251.015
4.0,1004,Other,3556(A),12/20/2019,02/10/2020,$300,$300,$0,01/13/2020,O - Administrative Law Judge Order,,1425251.015
5.0,1005,Other,5043,12/20/2019,02/10/2020,$450,$450,$0,01/13/2020,O - Administrative Law Judge Order,,1425251.015
6.0,1006,Other,5097(B)(1),12/20/2019,02/10/2020,$0,$600,$0,01/13/2020,O - Administrative Law Judge Order,,1425251.015
7.0,1007,Other,5143(A)(5),12/20/2019,02/10/2020,$200,$200,$0,01/13/2020,O - Administrative Law Judge Order,,1425251.015
8.0,2001,Other,5162(D),12/20/2019,,"$5,400","$5,400",$0,01/13/2020,O - Administrative Law Judge Order,,1425251.015
1.0,1001,Other,19100037 A03,12/06/2019,12/23/2019,$0,$0,$0,,Z - Issued,,1424705.015
1.0,1001,Other,19100132 D01,10/21/2019,11/01/2019,$0,$0,$0,,Z - Issued,,1417541.015
1.0,1001,Serious,19100178 L04,11/25/2019,11/12/2020,"$7,500","$11,366",$0,12/30/2019,F - Formal Settlement,,1419264.015
1.0,1001,Serious,UAC R614-5-2.A.5,09/30/2019,11/18/2019,"$1,800","$1,800",$0,10/29/2019,W - Empr Withdrew,,1420674.015
1.0,1001,Other,19100030 B01,08/19/2019,09/13/2019,"$4,251","$7,084",$0,,I - Informal Settlement,,1411676.015
1.0,1001,Other,296-800-22035,07/09/2019,06/21/2019,$0,$0,$0,,Z - Issued,,1410498.015
1.0,1001,Other,19100305 B02 I,09/06/2019,,"$2,625","$3,750",$0,,I - Informal Settlement,,1407648.015
1.0,1001,Other,19040039 A02,06/12/2019,06/26/2019,"$2,000","$4,500",$0,,I - Informal Settlement,,1406719.015
1.0,1001,Other,3999(B),10/03/2019,,"$7,200","$18,000",$0,10/16/2019,O - Administrative Law Judge Order,,1404817.015
1.0,1001,Serious,95.129(01),11/21/2019,12/03/2019,"$7,000","$7,000",$0,01/14/2020,F - Formal Settlement,,1403432.015
2.0,1002,Other,19100147 C04 I,11/21/2019,12/03/2019,"$4,000","$4,000",$0,01/14/2020,F - Formal Settlement,,1403432.015
3.0,2001,Other,19100132 D02,11/21/2019,12/03/2019,$0,$0,$0,,Z - Issued,,1403432.015
4.0,2002,Other,19100305 G02 III,11/21/2019,12/03/2019,"$1,200","$1,200",$0,,Z - Issued,,1403432.015
1.0,1001,Serious,19100176 B,06/24/2019,07/23/2019,"$11,366","$11,366",$0,,I - Informal Settlement,,1402158.015
1.0,1001,Other,5A0001,05/22/2019,,$240,$240,$0,,Z - Issued,,1398297.015
2.0,1002,Other,24730002 A,05/22/2019,,$240,$240,$0,,Z - Issued,,1398297.015
1.0,1001,Serious,3203(A),09/30/2019,10/14/2019,"$15,300","$15,300",$0,11/12/2019,Y - State Decision,,1398365.015
1.0,1001,Other,19040039 A02,06/06/2019,,"$10,419","$20,838",$0,06/26/2019,F - Formal Settlement,,1391189.015
2.0,1002,Other,19040039 B07,06/02/2021,,"$10,419","$10,419",$0,06/02/2021,C - Contested,,1391189.015
1.0,1001,Serious,19100022 A02,04/30/2019,06/03/2019,"$1,950","$1,950",$0,,Z - Issued,,1386756.015
1.0,1001,Other,24730002 A,03/12/2019,,$280,$280,$0,,Z - Issued,,1381487.015
2.0,1002,Other,3362(G),03/12/2019,,$375,$375,$0,,Z - Issued,,1381487.015
1.0,1001,Repeat,3395(I),03/11/2019,03/25/2019,"$2,000","$2,000",$0,03/25/2019,C - Contested,,1376629.015
1.0,1001,Serious,19100147 C04 I,05/23/2019,06/19/2019,"$13,260","$13,260",$0,06/14/2019,F - Formal Settlement,Citation has been deleted.,1374860.015
2.0,1002,Serious,19100147 C07 I A,05/23/2019,06/19/2019,"$13,260","$13,260",$0,06/14/2019,F - Formal Settlement,,1374860.015
1.0,1001,Other,19100176 A,02/08/2019,05/30/2019,"$2,400","$4,830",$0,03/11/2019,F - Formal Settlement,,1372809.015
1.0,1001,Other,408.10835(3),04/11/2019,,$0,$0,$0,,Z - Issued,,1372121.015
1.0,1001,Other,19100022 D01,03/19/2019,,$596,$994,$0,,I - Informal Settlement,,1372348.015
2.0,1002,Other,19100023 B09,03/19/2019,,$0,$0,$0,,I - Informal Settlement,,1372348.015
3.0,1003,Other,19100023 B10,03/19/2019,,$0,$0,$0,,I - Informal Settlement,,1372348.015
1.0,1001,Other,296-800-27010,01/29/2019,03/03/2019,$0,$0,$0,,Z - Issued,,1372611.015
