Unnamed: 0,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
38,1597065.015,05/19/2022,418600,AL,Complaint,Partial,,452319,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-19,2022-12-19,OPEN,1597065.015,418600,05/19/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   1060 W Main St Ste 4Dothan, AL 36303","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Complaint,Partial,N,Private,Safety,05/19/2022,,,1597065.015,,,,,,,,,Initial Penalty,$0,$0,"$418,509",$0,$0,"$418,509",1597065.015
46,1596336.015,05/17/2022,452110,KY,Complaint,Partial,5399.0,452990,1,64994 - Dollar General Partners,Dollar General,2012-12-19,2022-12-19,OPEN,1596336.015,452110,05/17/2022,"64994 - Dollar General Partners
			   5775 U.S. 27 Suite 9Science Hill, KY 42553","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,08/29/2022,,,1596336.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1596336.015
47,1593249.015,04/29/2022,418300,AL,Complaint,Partial,,452319,7,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-19,2022-12-19,OPEN,1593249.015,418300,04/29/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   2336 State Highway 20Town Creek, AL 35672","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Complaint,Partial,N,Private,Safety,10/26/2022,N,,1593249.015,,,,,,,,,Initial Penalty,"$6,837","$555,235","$13,673",$0,$0,"$575,745",1593249.015
55,1592570.015,04/28/2022,418300,AL,Complaint,Partial,,452319,4,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-19,2022-12-19,OPEN,1592570.015,418300,04/28/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   120 Council DriveOdenville, AL 35120","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Complaint,Partial,N,Private,Safety,04/28/2022,N,,1592570.015,,,,,,,,,Initial Penalty,$0,"$418,499","$11,396",$0,$0,"$429,895",1592570.015
63,1592900.015,04/27/2022,728500,MO,Complaint,Partial,,453998,4,Dollar General,Dollar General,2012-12-19,2022-12-19,OPEN,1592900.015,728500,04/27/2022,"Dollar General
			   615 N Business 60Mansfield, MO 65704","615 N Business 60, Mansfield, MO 65704",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,04/27/2022,,,1592900.015,,,,,,,,,Initial Penalty,"$31,080",$0,$0,"$2,072",$0,"$33,152",1592900.015
64,1592340.015,04/27/2022,636900,TX,Complaint,Partial,,452319,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1592340.015,636900,04/27/2022,"Dollar General
			   5960 Lillian RoadBurleson, TX 76028","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Complaint,Partial,N,Private,Safety,04/27/2022,,07/08/2022,1592340.015,,,,,,,,,Initial Penalty,$0,$0,$0,"$1,279",$0,"$1,279",1592340.015
65,1590571.015,04/19/2022,418600,AL,Complaint,Complete,,452319,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-19,2022-12-19,OPEN,1590571.015,418600,04/19/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   Dollar General #717 270 Jackson StreetGrove Hill, AL 36451","100 Mission Ridge Road, Goodlettsville, TN 37072",NonUnion,,452319,Complaint,Complete,N,Private,Safety,05/23/2022,,,1590571.015,,,,,,,,,Initial Penalty,$0,"$136,736","$273,482",$0,$0,"$410,218",1590571.015
73,1590827.015,04/19/2022,418100,GA,Complaint,Partial,,452319,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-19,2022-12-19,OPEN,1590827.015,418100,04/19/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   101 Coldwater Creek RdDewy Rose, GA 30634","101 Coldwater Creek Rd, Dewy Rose, GA 30634",NonUnion,,452319,Complaint,Partial,N,Private,Safety,05/06/2022,,,1590827.015,,,,,,,,,Initial Penalty,$0,$0,"$312,846",$0,$0,"$312,846",1590827.015
81,1590051.015,04/14/2022,452110,KY,Complaint,Partial,5399.0,452990,1,64884 - Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1590051.015,452110,04/14/2022,"64884 - Dollar General Corporation
			   4207 Medallion CourtOkolona, KY 40219","4207 Medallion Court, Louisville, KY 40201",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,05/16/2022,,,1590051.015,,,,,,,,,Initial Penalty,$0,$0,$0,"$1,100",$0,"$1,100",1590051.015
82,1589448.015,04/12/2022,418600,AL,Complaint,Complete,,452210,3,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-19,2022-12-19,OPEN,1589448.015,418600,04/12/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   5768 Three Notch RoadMobile, AL 36619","100 Mission Ridge Rd, Goodlettsville, TN 37072",NonUnion,,452210,Complaint,Complete,N,Private,Safety,04/12/2022,,,1589448.015,,,,,,,,,Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
90,1588719.015,04/08/2022,420600,FL,Complaint,Partial,,453220,5,"Dollar General Corporation/ Dolgencorp, Llc",Dollar General,2012-12-19,2022-12-19,OPEN,1588719.015,420600,04/08/2022,"Dollar General Corporation/ Dolgencorp, Llc
			   3502 East Hillsborough AvenueTampa, FL 33610","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,"453220/ Gift, Novelty, and Souvenir Stores",Complaint,Partial,N,Private,Safety,10/04/2022,,,1588719.015,,,,,,,,,Initial Penalty,$0,$0,"$549,030",$0,$0,"$549,030",1588719.015
98,1586442.015,03/29/2022,418200,GA,Complaint,Partial,,445120,4,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1586442.015,418200,03/29/2022,"Dollar General Corporation
			   3201 South Cobb Drive SoutheastSmyrna, GA 30080","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,445120/Convenience Stores,Complaint,Partial,N,Private,Safety,03/29/2022,,,1586442.015,,,,,,,,,Initial Penalty,$0,$0,"$364,628",$0,$0,"$364,628",1586442.015
99,1585314.015,03/23/2022,454712,TN,Planned,Complete,,452319,2,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1585314.015,454712,03/23/2022,"Dollar General Corporation
			   268 Beasley DriveDickson, TN 37055","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Planned,Complete,N,Private,Safety,04/05/2022,P,08/03/2022,1585314.015,,,,,,,,,Initial Penalty,$0,$0,"$2,500",$500,$0,"$3,000",1585314.015
100,1585315.015,03/23/2022,418200,GA,Complaint,Partial,,445120,5,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1585315.015,418200,03/23/2022,"Dollar General Corporation
			   103 South Highway 29Hogansville, GA 30230","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,445120/Convenience Stores,Complaint,Partial,N,Private,Safety,03/23/2022,,,1585315.015,,,,,,,,,Initial Penalty,$0,"$546,944","$91,157",$0,$0,"$638,101",1585315.015
101,1582871.015,03/11/2022,454722,TN,Complaint,Partial,,452319,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1582871.015,454722,03/11/2022,"Dollar General Corporation
			   3288 South Mount Juliet RoadHermitage, TN 37076","3288 South Mount Juliet Road, Hermitage, TN 37076",NonUnion,,452319,Complaint,Partial,N,Private,Health,03/11/2022,,05/25/2022,1582871.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1582871.015
102,1580600.015,02/28/2022,452110,KY,Complaint,Partial,5399.0,452990,1,64728 - Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1580600.015,452110,02/28/2022,"64728 - Dollar General Corporation
			   55 Greystone DriveNicholasville, KY 40356","100 Donerail Drive, Nicholasville, KY 40356",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,04/05/2022,,07/14/2022,1580600.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1580600.015
103,1578203.015,02/14/2022,418400,GA,Complaint,Partial,,452319,2,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1578203.015,418400,02/14/2022,"Dollar General Corporation
			   535 W Bacon StPembroke, GA 31321","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Complaint,Partial,N,Private,Safety,02/15/2022,N,,1578203.015,,,,,,,,,Initial Penalty,$0,$0,"$290,054",$0,$0,"$290,054",1578203.015
104,1575910.015,02/02/2022,522500,OH,Complaint,Partial,,493110,1,Dollar General Distribution Center,Dollar General,2012-12-19,2022-12-19,CLOSED,1575910.015,522500,02/02/2022,"Dollar General Distribution Center
			   2505 East Pointe DriveZanesville, OH 43701","2505 East Pointe Drive, Zanesville, OH 43701",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,02/02/2022,P,07/06/2022,1575910.015,,,,,,,,,Initial Penalty,"$29,004",$0,$0,$0,$0,"$29,004",1575910.015
105,1571838.015,01/11/2022,552652,MI,Complaint,Partial,,452319,1,Dollar General Store 6274,Dollar General,2012-12-19,2022-12-19,CLOSED,1571838.015,552652,01/11/2022,"Dollar General Store 6274
			   614 N Main StOlivet, MI 49076","614 N Main St, Olivet, MI 49076",NonUnion,,452319,Complaint,Partial,N,Private,Safety,01/13/2022,,02/11/2022,1571838.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1571838.015
106,1572077.015,01/11/2022,729700,KS,Complaint,Partial,,445110,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1572077.015,729700,01/11/2022,"Dollar General
			   2134 E. Washington StFredonia, KS 66736",100 Mission Ridge Attn,NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,01/11/2022,,08/18/2022,1572077.015,,,,,,,,,Initial Penalty,$0,$0,"$68,365",$0,$0,"$68,365",1572077.015
107,1570337.015,12/28/2021,316700,PA,Complaint,Partial,,452319,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1570337.015,316700,12/28/2021,"Dollar General Corporation
			   514 North Antrim WayGreencastle, PA 17225","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Complaint,Partial,N,Private,Safety,12/28/2021,,,1570337.015,,,,,,,,,Initial Penalty,$0,$0,"$136,741",$0,$0,"$136,741",1570337.015
108,1568259.015,12/16/2021,627100,AR,Fat/Cat,Partial,,452319,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1568259.015,627100,12/16/2021,"Dollar General Corporation
			   599 S Main StLeachville, AR 72438","100 Mission Rdg, Goodlettsville, TN 37072",NonUnion,,452319,Fat/Cat,Partial,N,Private,Safety,12/16/2021,,,1568259.015,,,,,,,,,Initial Penalty,$0,$0,$0,"$10,360",$0,"$10,360",1568259.015
109,1567718.015,12/08/2021,452110,KY,Complaint,Partial,5999.0,453998,4,64508 - Dollar General Partners,Dollar General,2012-12-19,2022-12-19,CLOSED,1567718.015,452110,12/08/2021,"64508 - Dollar General Partners
			   13725 Dixie HwyValley Station, KY 40272","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5999.0,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,03/31/2022,,08/19/2022,1567718.015,,,,,,,,,Initial Penalty,"$9,000",$0,"$18,000",$0,$0,"$27,000",1567718.015
110,1565322.015,11/23/2021,215800,NY,Complaint,Complete,,452210,2,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1565322.015,215800,11/23/2021,"Dollar General Corporation
			   10757 U.S. 11Adams, NY 13605","10757 U.S. 11, Adams, NY 13605",NonUnion,,452210,Complaint,Complete,N,Private,Health,11/23/2021,,08/15/2022,1565322.015,,,,,,,,,Initial Penalty,"$9,116",$0,"$136,741",$0,$0,"$145,857",1565322.015
111,1564582.015,11/18/2021,452110,KY,Referral,Partial,5999.0,453998,3,64446 - Dollar General Partners,Dollar General,2012-12-19,2022-12-19,CLOSED,1564582.015,452110,11/18/2021,"64446 - Dollar General Partners
			   7701 Smyrna ParkwayLouisville, KY 40228","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5999.0,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Partial,N,Private,Safety,02/07/2022,,05/03/2022,1564582.015,,,,,,,,,Initial Penalty,"$9,900",$0,"$31,500",$0,$0,"$41,400",1564582.015
112,1565904.015,11/18/2021,316400,WV,Complaint,Complete,,452319,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1565904.015,316400,11/18/2021,"Dollar General Corporation
			   37 Oakland RoadBerkeley Springs, WV 25411","37 Oakland Road, Berkeley Springs, WV 25411",NonUnion,,452319,Complaint,Complete,N,Private,Safety,11/18/2021,,,1565904.015,,,,,,,,,Initial Penalty,$0,$0,"$2,279",$0,$0,"$2,279",1565904.015
113,1560126.015,10/29/2021,551800,IN,Complaint,Partial,5411.0,445110,3,112452 - Dollar General,Dollar General,2012-12-19,2022-12-19,OPEN,1560126.015,551800,10/29/2021,"112452 - Dollar General
			   8148 E. 21st St.Indianapolis, IN 46219","8148 E. 21st St., Indianapolis, IN 46219",NonUnion,5411.0,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Safety,10/29/2021,,,1560126.015,,,,,,,,,Initial Penalty,"$3,400",$0,$0,$850,$0,"$4,250",1560126.015
114,1559982.015,10/25/2021,626000,TX,Referral,Partial,,452319,2,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1559982.015,626000,10/25/2021,"Dollar General Corporation
			   9718 Leopard StreetCorpus Christi, TX 78410","100 Mission Rdg, Goodlettsville, TN 37072",NonUnion,,452319,Referral,Partial,N,Private,Health,10/25/2021,,01/24/2022,1559982.015,,,,,,,,,Initial Penalty,"$13,653",$0,$0,$0,$0,"$13,653",1559982.015
115,1551005.015,08/31/2021,418200,GA,Monitoring,Partial,,445120,3,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1551005.015,418200,08/31/2021,"Dollar General Corporation
			   1288 Beaverdale Rd NeDalton, GA 30721","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,445120/Convenience Stores,Monitoring,Partial,N,Private,Safety,08/31/2021,,,1551005.015,,,,,,,,,Initial Penalty,$0,"$273,472","$91,157",$0,$0,"$364,629",1551005.015
116,1550140.015,08/26/2021,551800,IN,Complaint,Partial,5411.0,445120,1,112265 - Dollar General Store 19838,Dollar General,2012-12-19,2022-12-19,OPEN,1550140.015,551800,08/26/2021,"112265 - Dollar General Store 19838
			   6711 Melton RdPortage, IN 46368","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,5411.0,445120/Convenience Stores,Complaint,Partial,N,Private,Safety,12/10/2021,,,1550140.015,,,,,,,,,Initial Penalty,$0,$0,"$5,000",$0,$0,"$5,000",1550140.015
117,1545894.015,08/04/2021,751910,IA,Complaint,Complete,,452319,2,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1545894.015,751910,08/04/2021,"Dollar General
			   206 Stevens StIowa Falls, IA 50126","206 Stevens St., Iowa Falls, IA 50126",NonUnion,,452319,Complaint,Complete,N,Private,Health,08/27/2021,S,11/02/2021,1545894.015,,,,,,,,,Initial Penalty,"$11,366",$0,$0,$0,$0,"$11,366",1545894.015
118,1466752.015,06/11/2021,552652,MI,Complaint,Partial,,452319,2,Dollar General Store #18891,Dollar General,2012-12-19,2022-12-19,OPEN,1466752.015,552652,06/11/2021,"Dollar General Store #18891
			   532 10th StPlainwell, MI 49080","532 10th St, Plainwell, MI 49080",NonUnion,,452319,Complaint,Partial,N,Private,Health,12/20/2021,,,1466752.015,,,,,,,,,Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1466752.015
119,1535655.015,06/10/2021,729300,MO,Complaint,Partial,,452319,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1535655.015,729300,06/10/2021,"Dollar General Corporation
			   119  Business Us 67Greenville, MO 63944","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452319,Complaint,Partial,N,Private,Safety,06/10/2021,,12/29/2021,1535655.015,,,,,,,,,Initial Penalty,$0,$0,"$85,822",$0,$0,"$85,822",1535655.015
120,1524910.015,04/13/2021,950624,CA,Complaint,Partial,,493110,2,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1524910.015,950624,04/13/2021,"Dollar General
			   9840 N. Stephens StreetDelhi, CA 95315","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,09/20/2021,,07/28/2022,1524910.015,,,,,,,,,Initial Penalty,$0,$0,$0,"$1,600",$0,"$1,600",1524910.015
121,1522252.015,03/30/2021,454722,TN,Complaint,Partial,,445110,1,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,OPEN,1522252.015,454722,03/30/2021,"Dollar General Corporation
			   1780 Mooresville HighwayLewisburg, TN 37091","1780 Mooresville Highway, Lewisburg, TN 37091",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,03/30/2021,,,1522252.015,,,,,,,,,Initial Penalty,$0,$0,$0,$200,$0,$200,1522252.015
122,1517332.015,03/03/2021,111700,NH,Complaint,Partial,,452112,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1517332.015,111700,03/03/2021,"Dollar General
			   73 E Hollis StNashua, NH 03060","100 Mission Ridge, Goodlettsville, TN 37070",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,03/03/2021,,08/02/2021,1517332.015,,,,,,,,,Initial Penalty,$0,$0,"$107,283",$0,$0,"$107,283",1517332.015
123,1516101.015,02/24/2021,522500,OH,Complaint,Partial,,493110,1,Dollar General Distribution Center,Dollar General,2012-12-19,2022-12-19,CLOSED,1516101.015,522500,02/24/2021,"Dollar General Distribution Center
			   2505 East Pointe DriveZanesville, OH 43701","2505 East Pointe Drive, Zanesville, OH 43701",NonUnion,,493110/General Warehousing and Storage,Complaint,Partial,N,Private,Safety,02/24/2021,,09/13/2021,1516101.015,,,,,,,,,Initial Penalty,"$10,728",$0,$0,$0,$0,"$10,728",1516101.015
124,1510662.015,01/19/2021,523900,WI,Complaint,Partial,,452112,1,Dollar General Store #20469,Dollar General,2012-12-19,2022-12-19,CLOSED,1510662.015,523900,01/19/2021,"Dollar General Store #20469
			   100 North Menomonie StreetRidgeland, WI 54763","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,01/19/2021,,09/28/2021,1510662.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1510662.015
125,1511904.015,01/19/2021,452110,KY,Complaint,Partial,5399.0,452990,2,63422 - Dollar General Partners,Dollar General,2012-12-19,2022-12-19,CLOSED,1511904.015,452110,01/19/2021,"63422 - Dollar General Partners
			   2735 Moscow AvenueHickman, KY 42050","100 Mission Ridge   Attn Adam Zager, Goodlettsville, TN 37072",NonUnion,5399.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,04/12/2021,,06/15/2021,1511904.015,,,,,,,,,Initial Penalty,$0,$0,$0,$0,$0,$0,1511904.015
126,1509745.015,01/13/2021,355114,VA,Complaint,Partial,,445110,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1509745.015,355114,01/13/2021,"Dollar General
			   1358 Courthouse RoadStafford, VA 22554","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,445110/Supermarkets and Other Grocery (except Convenience) Stores,Complaint,Partial,N,Private,Health,01/13/2021,,09/09/2021,1509745.015,,,,,,,,,Initial Penalty,"$6,415",$0,$0,$0,$0,"$6,415",1509745.015
127,1500289.015,10/30/2020,316700,PA,Complaint,Partial,,452990,2,Dollar General Corporation,Dollar General,2012-12-19,2022-12-19,CLOSED,1500289.015,316700,10/30/2020,"Dollar General Corporation
			   514 North Antrim WayGreencastle, PA 17225","100 Mission Ridge, Goodlettsville, TN 37072",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/30/2020,,06/23/2021,1500289.015,,,,,,,,,Initial Penalty,$0,$0,"$128,733",$0,$0,"$128,733",1500289.015
128,1498759.015,10/21/2020,317700,PA,Complaint,Partial,,453998,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1498759.015,317700,10/21/2020,"Dollar General
			   960 Rt 196Tobyhanna, PA 18466","960 Rt 196, Tobyhanna, PA 18466",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,10/21/2020,,05/03/2021,1498759.015,,,,,,,,,Initial Penalty,$0,"$128,726",$0,$0,$0,"$128,726",1498759.015
129,1492446.015,09/11/2020,317700,PA,Complaint,Partial,,452112,1,Dollar General,Dollar General,2012-12-19,2022-12-19,CLOSED,1492446.015,317700,09/11/2020,"Dollar General
			   655 Interchange RoadKresgeville, PA 18333","655 Interchange Road, Kresgeville, PA 18333",NonUnion,,452112/Discount Department Stores,Complaint,Partial,N,Private,Safety,09/11/2020,,05/03/2021,1492446.015,,,,,,,,,Initial Penalty,$0,"$128,726",$0,$0,$0,"$128,726",1492446.015
