,Activity,Opened,RID,St,Type,Sc,SIC_x,NAICS_x,Vio,Establishment Name,query,query_start,query_end,Case Status,Inspection Nr,Report ID,Open Date,Site Address,Mailing Address,Union Status,SIC_y,NAICS_y,Inspection Type,Scope,Advanced Notice,Ownership,Safety/Health,Close Conference,Emphasis,Close Case,activity_code_x,Investigation Nr,Event,investigation_summary_notes_1,Note,Inspection Information - Office,investigation_summary_notes_2,investigation_summary_notes_3,Keywords,Planning Guide,Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code_y
10,1605793.015,07/05/2022,355117,VA,Complaint,Partial,,453998,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1605793.015,355117,07/05/2022,"Dollar Tree Stores, Inc.
			   14639 Forest RoadForest, VA 24551","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,07/05/2022,,09/13/2022,1605793.015,,,,,,,,,,Current Penalty,"$5,751",$0,$0,$0,$0,"$5,751",1605793.015
11,1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1604260.015,522300,06/22/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,,,,1604260.015,,,,,,,,,,Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
12,1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1604260.015,522300,06/22/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,,,,1604260.015,,,,,,,,,,Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
13,1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1604260.015,522300,06/22/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,,,,1604260.015,,,,,,,,,,Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
14,1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1604260.015,522300,06/22/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,,,,1604260.015,,,,,,,,,,Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
15,1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Family Dollar,2016-01-01,2022-12-19,OPEN,1604260.015,522300,06/22/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,,,,1604260.015,,,,,,,,,,Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
16,1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Family Dollar,2016-01-01,2022-12-19,OPEN,1604260.015,522300,06/22/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,,,,1604260.015,,,,,,,,,,Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
17,1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Family Dollar,2016-01-01,2022-12-19,OPEN,1604260.015,522300,06/22/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,,,,1604260.015,,,,,,,,,,Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
18,1604260.015,06/22/2022,522300,OH,Complaint,Partial,,452319,2,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.",Family Dollar,2016-01-01,2022-12-19,OPEN,1604260.015,522300,06/22/2022,"Family Dollar Stores, Inc./ Family Dollar Stores Of Ohio, Llc/ Family Dollar Operations, Llc/ Dollar Tree, Inc./ Dollar Tree Management, Llc/ Dollar Tree Stores Inc.
			   5825 Dunham Rd.Maple Heights, OH 44137","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,,,,1604260.015,,,,,,,,,,Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1604260.015
19,1603155.015,06/21/2022,453720,NC,Complaint,Partial,5331.0,452990,8,"152114 - Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1603155.015,453720,06/21/2022,"152114 - Dollar Tree Stores, Inc.
			   1125 Brevard RoadAsheville, NC 28806","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,06/21/2022,,08/30/2022,1603155.015,,,,,,,,,,Current Penalty,"$1,000",$0,"$33,000",$0,$0,"$34,000",1603155.015
20,1600591.015,06/08/2022,521700,IL,Complaint,Partial,,453998,3,"Dollar Tree Stores, Inc",Dollar Tree,2012-12-19,2022-12-19,OPEN,1600591.015,521700,06/08/2022,"Dollar Tree Stores, Inc
			   4840 W. 211th St.Matteson, IL 60443","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Complaint,Partial,N,Private,Safety,06/08/2022,,,1600591.015,,,,,,,,,,Current Penalty,$0,$0,"$364,661",$0,$0,"$364,661",1600591.015
21,1600299.015,06/07/2022,454712,TN,Complaint,Partial,,452319,3,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1600299.015,454712,06/07/2022,"Dollar Tree Stores, Inc.
			   4724 Lebanon Pike Suite AHermitage, TN 37076","4724 Lebanon Pike Suite A, Hermitage, TN 37076",NonUnion,,452319,Complaint,Partial,N,Private,Safety,06/07/2022,,,1600299.015,,,,,,,,,,Current Penalty,"$2,250",$0,"$25,000",$500,$0,"$27,750",1600299.015
22,1599843.015,06/03/2022,1054111,OR,Complaint,Partial,5331.0,452990,5,317730647 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,OPEN,1599843.015,1054111,06/03/2022,"317730647 - Dollar Tree Stores Inc
			   17475 Sw Farmington RdAloha, OR 97007","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,07/15/2022,,,1599843.015,,,,,,,,,,Current Penalty,"$3,300",$0,$0,$0,$0,"$3,300",1599843.015
23,1600383.015,06/01/2022,1054113,OR,Complaint,Partial,5331.0,452990,2,317730650 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,OPEN,1600383.015,1054113,06/01/2022,"317730650 - Dollar Tree Stores Inc
			   1495 Edgewater St Nw Ste 195Salem, OR 97304","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,08/03/2022,,,1600383.015,,,,,,,,,,Current Penalty,$600,$0,$0,$0,$0,$600,1600383.015
24,1600021.015,05/31/2022,453730,NC,Complaint,Partial,5331.0,452990,4,"151936 - Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1600021.015,453730,05/31/2022,"151936 - Dollar Tree Stores, Inc.
			   5600 Albemarle Road, Suite 300Charlotte, NC 28212","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,09/30/2022,,12/07/2022,1600021.015,,,,,,,,,,Current Penalty,"$4,000",$0,"$36,000",$0,$0,"$40,000",1600021.015
25,1598846.015,05/31/2022,355123,VA,Complaint,Partial,,452319,1,Dollar Tree #2209,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1598846.015,355123,05/31/2022,"Dollar Tree #2209
			   1475 West Main StreetSalem, VA 24153","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Health,05/31/2022,,08/05/2022,1598846.015,,,,,,,,,,Current Penalty,"$4,844",$0,$0,$0,$0,"$4,844",1598846.015
26,1607064.015,05/25/2022,214500,NJ,Referral,Partial,,452319,1,Dollar Tree # 4666,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1607064.015,214500,05/25/2022,"Dollar Tree # 4666
			   34 Main AvenueClifton, NJ 07014","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Referral,Partial,N,Private,Safety,09/08/2022,,10/20/2022,1607064.015,,,,,,,,,,Current Penalty,"$2,486",$0,$0,$0,$0,"$2,486",1607064.015
27,1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1597674.015,418400,05/23/2022,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.
			   35 Mulberry Commercial ParkRichmond Hill, GA 31324","10301 Monroe Road #5448, Matthews, NC 28105",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Complete,N,Private,Safety,05/23/2022,,,1597674.015,,,,,,,,,,Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
28,1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1597674.015,418400,05/23/2022,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.
			   35 Mulberry Commercial ParkRichmond Hill, GA 31324","10301 Monroe Road #5448, Matthews, NC 28105",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Complete,N,Private,Safety,05/23/2022,,,1597674.015,,,,,,,,,,Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
29,1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1597674.015,418400,05/23/2022,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.
			   35 Mulberry Commercial ParkRichmond Hill, GA 31324","10301 Monroe Road #5448, Matthews, NC 28105",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Complete,N,Private,Safety,05/23/2022,,,1597674.015,,,,,,,,,,Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
30,1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1597674.015,418400,05/23/2022,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.
			   35 Mulberry Commercial ParkRichmond Hill, GA 31324","10301 Monroe Road #5448, Matthews, NC 28105",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Complete,N,Private,Safety,05/23/2022,,,1597674.015,,,,,,,,,,Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
31,1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-19,OPEN,1597674.015,418400,05/23/2022,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.
			   35 Mulberry Commercial ParkRichmond Hill, GA 31324","10301 Monroe Road #5448, Matthews, NC 28105",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Complete,N,Private,Safety,05/23/2022,,,1597674.015,,,,,,,,,,Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
32,1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-19,OPEN,1597674.015,418400,05/23/2022,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.
			   35 Mulberry Commercial ParkRichmond Hill, GA 31324","10301 Monroe Road #5448, Matthews, NC 28105",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Complete,N,Private,Safety,05/23/2022,,,1597674.015,,,,,,,,,,Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
33,1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-19,OPEN,1597674.015,418400,05/23/2022,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.
			   35 Mulberry Commercial ParkRichmond Hill, GA 31324","10301 Monroe Road #5448, Matthews, NC 28105",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Complete,N,Private,Safety,05/23/2022,,,1597674.015,,,,,,,,,,Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
34,1597674.015,05/23/2022,418400,GA,Referral,Complete,,453998,4,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.",Family Dollar,2016-01-01,2022-12-19,OPEN,1597674.015,418400,05/23/2022,"Family Dollar Stores, Inc./Family Dollar Stores Of Georgia, Llc/Family Dollar Operations, Llc/Dollar Tree Management, Llc/Dollar Tree Stores, Inc.
			   35 Mulberry Commercial ParkRichmond Hill, GA 31324","10301 Monroe Road #5448, Matthews, NC 28105",NonUnion,,453998/All Other Miscellaneous Store Retailers (except Tobacco Stores),Referral,Complete,N,Private,Safety,05/23/2022,,,1597674.015,,,,,,,,,,Current Penalty,$0,$0,"$364,645",$0,$0,"$364,645",1597674.015
35,1597434.015,05/20/2022,454715,TN,FollowUp,Partial,,452319,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1597434.015,454715,05/20/2022,"Dollar Tree Stores, Inc.
			   143 E. Stonebrook PlaceJackson, TN 38305","143 E. Stonebrook Pl, Jackson, TN 38305",NonUnion,,452319,FollowUp,Partial,N,Private,Safety,05/20/2022,,,1597434.015,,,,,,,,,,Current Penalty,$0,$0,"$50,000",$0,$0,"$50,000",1597434.015
36,1596670.015,05/17/2022,1055340,WA,Planned,Complete,,452990,2,Wa317968812 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1596670.015,1055340,05/17/2022,"Wa317968812 - Dollar Tree Stores Inc
			   1111 E Wishkah StAberdeen, WA 98520","Attn Risk Management 500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Planned,Complete,N,Private,Safety,05/17/2022,P,07/19/2022,1596670.015,,,,,,,,,,Current Penalty,$0,$0,$0,$0,$0,$0,1596670.015
37,1596085.015,05/16/2022,1055330,WA,Complaint,Partial,,452990,3,Wa317968732 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,OPEN,1596085.015,1055330,05/16/2022,"Wa317968732 - Dollar Tree Stores Inc
			   9830 Pacific Ave STacoma, WA 98444","Attn Risk Management 500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/13/2022,,,1596085.015,,,,,,,,,,Current Penalty,$0,"$20,720","$13,200",$0,$0,"$33,920",1596085.015
38,1595473.015,05/12/2022,1055330,WA,Complaint,Partial,,452990,2,Wa317968733 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,OPEN,1595473.015,1055330,05/12/2022,"Wa317968733 - Dollar Tree Stores Inc
			   3815 Steele StTacoma, WA 98409","Attn Risk Management 500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,10/13/2022,,,1595473.015,,,,,,,,,,Current Penalty,$0,"$20,720",$0,$0,$0,"$20,720",1595473.015
39,1601577.015,05/10/2022,1054115,OR,Complaint,Partial,5331.0,452990,1,317730511 - Dollar Tree Stores Inc,Dollar Tree,2012-12-19,2022-12-19,CLOSED,1601577.015,1054115,05/10/2022,"317730511 - Dollar Tree Stores Inc
			   2925 S Highway 97Redmond, OR 97756","500 Volvo Pkwy, Chesapeake, VA 23320",NonUnion,5331.0,452990/All Other General Merchandise Stores,Complaint,Partial,N,Private,Safety,06/27/2022,,11/23/2022,1601577.015,,,,,,,,,,Current Penalty,$750,$0,$0,$0,$0,$750,1601577.015
40,1592254.015,04/27/2022,627510,TX,Complaint,Partial,,452319,2,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,OPEN,1592254.015,627510,04/27/2022,"Dollar Tree Stores, Inc.
			   3433 Olton RoadPlainview, TX 79072","500 Volvo Parkway, Chesapeake, VA 23320",NonUnion,,452319,Complaint,Partial,N,Private,Safety,04/27/2022,L,,1592254.015,,,,,,,,,,Current Penalty,$0,$0,"$43,621","$2,279",$0,"$45,900",1592254.015
41,1592958.015,04/26/2022,1032500,ID,FollowUp,Partial,,551114,1,"Dollar Tree Stores, Inc.",Dollar Tree,2012-12-19,2022-12-19,CLOSED,1592958.015,1032500,04/26/2022,"Dollar Tree Stores, Inc.
			   675 Yellowstone Ave, Ste BPocatello, ID 83201","4155 Yellowstone Ave., Pocatello, ID 83202",NonUnion,,"551114/ Corporate, Subsidiary, and Regional Managing Offices",FollowUp,Partial,N,Private,Safety,04/27/2022,,12/06/2022,1592958.015,,,,,,,,,,Current Penalty,"$7,977",$0,$0,$0,$0,"$7,977",1592958.015
