Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code
Current Penalty,"$2,500",$0,$0,$0,$0,"$2,500",1551093.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1551093.015
Initial Violations,1,,2,,,3,1546961.015
Current Violations,1,,2,,,3,1546961.015
Initial Penalty,"$9,116",$0,"$290,054",$0,$0,"$299,170",1546961.015
Current Penalty,"$9,116",$0,"$290,054",$0,$0,"$299,170",1546961.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1546961.015
Initial Violations,1,,,,,1,1547279.015
Current Violations,1,,,,,1,1547279.015
Initial Penalty,"$4,500",$0,$0,$0,$0,"$4,500",1547279.015
Current Penalty,"$2,925",$0,$0,$0,$0,"$2,925",1547279.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1547279.015
Initial Violations,,1,,1,,2,1546323.015
Current Violations,,,1,1,,2,1546323.015
Initial Penalty,$0,"$136,532",$0,$0,$0,"$136,532",1546323.015
Current Penalty,$0,$0,"$102,399",$0,$0,"$102,399",1546323.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1546323.015
Initial Violations,1,,,1,,2,1537710.015
Current Violations,1,,,1,,2,1537710.015
Initial Penalty,"$9,753",$0,$0,$0,$0,"$9,753",1537710.015
Current Penalty,"$6,827",$0,$0,$0,$0,"$6,827",1537710.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1537710.015
Initial Violations,,,,1,,1,1538032.015
Current Violations,,,,1,,1,1538032.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1538032.015
Current Penalty,$0,$0,$0,$0,$0,$0,1538032.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1538032.015
Initial Violations,1,,,,,1,1535738.015
Current Violations,1,,,,,1,1535738.015
Initial Penalty,"$13,653",$0,$0,$0,$0,"$13,653",1535738.015
Current Penalty,"$8,192",$0,$0,$0,$0,"$8,192",1535738.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1535738.015
Initial Violations,1,,,,,1,1535353.015
Current Violations,1,,,,,1,1535353.015
Initial Penalty,"$8,582",$0,$0,$0,$0,"$8,582",1535353.015
Current Penalty,"$8,582",$0,$0,$0,$0,"$8,582",1535353.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1535353.015
Initial Violations,1,,,,,1,1533718.015
Current Violations,1,,,,,1,1533718.015
Initial Penalty,"$6,000",$0,$0,$0,$0,"$6,000",1533718.015
Current Penalty,"$6,000",$0,$0,$0,$0,"$6,000",1533718.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1533718.015
Initial Violations,,,,1,,1,1526429.015
Current Violations,,,,1,,1,1526429.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1526429.015
Current Penalty,$0,$0,$0,$0,$0,$0,1526429.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1526429.015
Initial Violations,1,,,1,,2,1526287.015
Current Violations,1,,,1,,2,1526287.015
Initial Penalty,"$1,350",$0,$0,$0,$0,"$1,350",1526287.015
Current Penalty,"$1,350",$0,$0,$0,$0,"$1,350",1526287.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1526287.015
Initial Violations,,,,1,,1,1537320.015
Current Violations,,,,1,,1,1537320.015
Initial Penalty,$0,$0,$0,$465,$0,$465,1537320.015
Current Penalty,$0,$0,$0,$465,$0,$465,1537320.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1537320.015
Initial Violations,1,,,,,1,1516838.015
Current Violations,1,,,,,1,1516838.015
Initial Penalty,"$3,000",$0,$0,$0,$0,"$3,000",1516838.015
Current Penalty,"$2,400",$0,$0,$0,$0,"$2,400",1516838.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1516838.015
Initial Violations,,,,1,,1,1514777.015
Current Violations,,,,1,,1,1514777.015
Initial Penalty,$0,$0,$0,"$1,200",$0,"$1,200",1514777.015
Current Penalty,$0,$0,$0,"$1,200",$0,"$1,200",1514777.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1514777.015
Initial Violations,1,,,,,1,1487112.015
Current Violations,1,,,,,1,1487112.015
Initial Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1487112.015
Current Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1487112.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1487112.015
Initial Violations,,,,2,,2,1486157.015
Current Violations,,,,2,,2,1486157.015
Initial Penalty,$0,$0,$0,$600,$0,$600,1486157.015
Current Penalty,$0,$0,$0,$600,$0,$600,1486157.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1486157.015
Initial Violations,1,2,3,,,6,1480377.015
Current Violations,1,2,3,,,6,1480377.015
Initial Penalty,"$8,482","$254,446","$131,474",$0,$0,"$394,402",1480377.015
Current Penalty,"$5,937","$178,112","$92,032",$0,$0,"$276,081",1480377.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1480377.015
Initial Violations,2,1,2,,,5,1480368.015
Current Violations,2,1,2,,,5,1480368.015
Initial Penalty,"$16,964","$127,223","$190,850",$0,$0,"$335,037",1480368.015
Current Penalty,"$11,875","$89,056","$133,595",$0,$0,"$234,526",1480368.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1480368.015
Initial Violations,,,,2,,2,1476089.015
Current Violations,,,,2,,2,1476089.015
Initial Penalty,$0,$0,$0,"$6,650",$0,"$6,650",1476089.015
Current Penalty,$0,$0,$0,"$6,650",$0,"$6,650",1476089.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1476089.015
Initial Violations,1,,,,,1,1471997.015
Current Violations,1,,,,,1,1471997.015
Initial Penalty,"$3,400",$0,$0,$0,$0,"$3,400",1471997.015
Current Penalty,"$3,400",$0,$0,$0,$0,"$3,400",1471997.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1471997.015
Initial Violations,,,,5,,5,1468846.015
Current Violations,,,,5,,5,1468846.015
Initial Penalty,$0,$0,$0,"$1,695",$0,"$1,695",1468846.015
Current Penalty,$0,$0,$0,"$1,695",$0,"$1,695",1468846.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1468846.015
Initial Violations,1,,,,,1,1457772.015
Current Violations,1,,,,,1,1457772.015
Initial Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1457772.015
Current Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1457772.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1457772.015
Initial Violations,,,1,,,1,1454287.015
Current Violations,,,1,,,1,1454287.015
Initial Penalty,$0,$0,"$38,555",$0,$0,"$38,555",1454287.015
Current Penalty,$0,$0,"$20,000",$0,$0,"$20,000",1454287.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1454287.015
Initial Violations,3,,,,,3,1445370.015
Current Violations,3,,,,,3,1445370.015
Initial Penalty,"$20,250",$0,$0,$0,$0,"$20,250",1445370.015
Current Penalty,"$20,250",$0,$0,$0,$0,"$20,250",1445370.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1445370.015
Initial Violations,,,,1,,1,1438050.015
Current Violations,,,,1,,1,1438050.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1438050.015
Current Penalty,$0,$0,$0,$0,$0,$0,1438050.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1438050.015
Initial Violations,1,,1,1,,3,1437095.015
Current Violations,1,,1,1,,3,1437095.015
Initial Penalty,"$10,603",$0,"$74,217","$2,121",$0,"$86,941",1437095.015
Current Penalty,"$6,362",$0,"$44,530","$1,273",$0,"$52,165",1437095.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1437095.015
Initial Violations,,,2,1,,3,1435006.015
Current Violations,,,1,1,,2,1435006.015
Initial Penalty,$0,$0,"$41,680","$2,085",$0,"$43,765",1435006.015
Current Penalty,$0,$0,"$21,880","$1,460",$0,"$23,339",1435006.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1435006.015
Initial Violations,,,,1,,1,1421953.015
Current Violations,,,,1,,1,1421953.015
Initial Penalty,$0,$0,$0,$375,$0,$375,1421953.015
Current Penalty,$0,$0,$0,$375,$0,$375,1421953.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1421953.015
Initial Violations,1,,,1,,2,1417487.015
Current Violations,1,,,1,,2,1417487.015
Initial Penalty,"$8,051",$0,$0,$904,$0,"$8,955",1417487.015
Current Penalty,"$4,831",$0,$0,$542,$0,"$5,373",1417487.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1417487.015
Initial Violations,,,,5,,5,1412193.015
Current Violations,,,,5,,5,1412193.015
Initial Penalty,$0,$0,$0,"$3,125",$0,"$3,125",1412193.015
Current Penalty,$0,$0,$0,"$3,125",$0,"$3,125",1412193.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1412193.015
Initial Violations,3,,,1,,4,1404948.015
Current Violations,3,,,1,,4,1404948.015
Initial Penalty,"$27,717",$0,$0,$0,$0,"$27,717",1404948.015
Current Penalty,"$27,717",$0,$0,$0,$0,"$27,717",1404948.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1404948.015
Initial Violations,,,,1,,1,1398022.015
Current Violations,,,,1,,1,1398022.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1398022.015
Current Penalty,$0,$0,$0,$0,$0,$0,1398022.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1398022.015
Initial Violations,2,,,5,,7,1387643.015
Current Violations,2,,,5,,7,1387643.015
Initial Penalty,"$3,000",$0,$0,$350,$0,"$3,350",1387643.015
Current Penalty,"$1,996",$0,$0,$200,$0,"$2,196",1387643.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1387643.015
Initial Violations,,1,1,,,2,1377346.015
Current Violations,,1,1,,,2,1377346.015
Initial Penalty,$0,"$132,598","$52,096",$0,$0,"$184,694",1377346.015
Current Penalty,$0,"$92,819","$36,467",$0,$0,"$129,286",1377346.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1377346.015
Initial Violations,,,,2,,2,1375838.015
Current Violations,,,,2,,2,1375838.015
Initial Penalty,$0,$0,$0,"$2,958",$0,"$2,958",1375838.015
Current Penalty,$0,$0,$0,"$2,958",$0,"$2,958",1375838.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1375838.015
Initial Violations,1,,,,,1,1370996.015
Current Violations,1,,,,,1,1370996.015
Initial Penalty,"$7,577",$0,$0,$0,$0,"$7,577",1370996.015
Current Penalty,"$5,683",$0,$0,$0,$0,"$5,683",1370996.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1370996.015
Initial Violations,,,,2,,2,1368394.015
Current Violations,,,,2,,2,1368394.015
Initial Penalty,$0,$0,$0,"$1,063",$0,"$1,063",1368394.015
Current Penalty,$0,$0,$0,"$1,063",$0,"$1,063",1368394.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1368394.015
Initial Violations,2,,4,1,,7,1366830.015
Current Violations,1,,4,1,,6,1366830.015
Initial Penalty,"$20,838",$0,"$281,309",$0,$0,"$302,147",1366830.015
Current Penalty,"$6,760",$0,"$183,240",$0,$0,"$190,000",1366830.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1366830.015
Initial Violations,3,,,1,,4,1361002.015
Current Violations,3,,,1,,4,1361002.015
Initial Penalty,"$36,939",$0,$0,"$2,085",$0,"$39,024",1361002.015
Current Penalty,"$21,000",$0,$0,"$1,000",$0,"$22,000",1361002.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1361002.015
Initial Violations,3,,,2,,5,1354658.015
Current Violations,3,,,2,,5,1354658.015
Initial Penalty,"$6,800",$0,$0,"$1,100",$0,"$7,900",1354658.015
Current Penalty,"$6,800",$0,$0,"$1,100",$0,"$7,900",1354658.015
FTA Penalty,"$31,250",$0,$0,$0,$0,"$31,250",1354658.015
Initial Violations,2,,,,,2,1352547.015
Current Violations,2,,,,,2,1352547.015
Initial Penalty,"$11,366",$0,$0,$0,$0,"$11,366",1352547.015
Current Penalty,"$11,366",$0,$0,$0,$0,"$11,366",1352547.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1352547.015
Initial Violations,1,,,2,,3,1349608.015
Current Violations,1,,,2,,3,1349608.015
Initial Penalty,"$2,250",$0,$0,$750,$0,"$3,000",1349608.015
Current Penalty,"$2,250",$0,$0,$750,$0,"$3,000",1349608.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1349608.015
Initial Violations,2,,,1,,3,1348488.015
Current Violations,2,,,1,,3,1348488.015
Initial Penalty,"$19,420",$0,$0,"$3,000",$0,"$22,420",1348488.015
Current Penalty,"$13,594",$0,$0,$0,$0,"$13,594",1348488.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1348488.015
Initial Violations,,,,1,,1,1347593.015
Current Violations,,,,1,,1,1347593.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1347593.015
Current Penalty,$0,$0,$0,$0,$0,$0,1347593.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1347593.015
Initial Violations,4,,,,,4,1341910.015
Current Violations,4,,,,,4,1341910.015
Initial Penalty,"$30,487",$0,$0,$0,$0,"$30,487",1341910.015
Current Penalty,"$30,487",$0,$0,$0,$0,"$30,487",1341910.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1341910.015
Initial Violations,1,,,,,1,1338379.015
Current Violations,1,,,,,1,1338379.015
Initial Penalty,"$4,500",$0,$0,$0,$0,"$4,500",1338379.015
Current Penalty,"$2,925",$0,$0,$0,$0,"$2,925",1338379.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1338379.015
Initial Violations,,,,3,,3,1335838.015
Current Violations,,,,3,,3,1335838.015
Initial Penalty,$0,$0,$0,"$2,000",$0,"$2,000",1335838.015
Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",1335838.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1335838.015
Initial Violations,4,,,,,4,1339655.015
Current Violations,4,,,,,4,1339655.015
Initial Penalty,"$25,868",$0,$0,$0,$0,"$25,868",1339655.015
Current Penalty,"$18,000",$0,$0,$0,$0,"$18,000",1339655.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1339655.015
Initial Violations,1,,,,,1,1332019.015
Current Violations,1,,,,,1,1332019.015
Initial Penalty,"$8,435",$0,$0,$0,$0,"$8,435",1332019.015
Current Penalty,"$2,700",$0,$0,$0,$0,"$2,700",1332019.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1332019.015
Initial Violations,1,,,2,,3,1327351.015
Current Violations,1,,,2,,3,1327351.015
Initial Penalty,"$2,700",$0,$0,$900,$0,"$3,600",1327351.015
Current Penalty,"$2,700",$0,$0,$900,$0,"$3,600",1327351.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1327351.015
Initial Violations,1,,,,,1,1327129.015
Current Violations,1,,,,,1,1327129.015
Initial Penalty,"$6,097",$0,$0,$0,$0,"$6,097",1327129.015
Current Penalty,"$3,658",$0,$0,$0,$0,"$3,658",1327129.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1327129.015
Initial Violations,,,,2,,2,1322098.015
Current Violations,,,,2,,2,1322098.015
Initial Penalty,$0,$0,$0,"$2,250",$0,"$2,250",1322098.015
Current Penalty,$0,$0,$0,"$2,250",$0,"$2,250",1322098.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1322098.015
Initial Violations,1,,,,,1,1314634.015
Current Violations,1,,,,,1,1314634.015
Initial Penalty,"$12,195",$0,$0,$0,$0,"$12,195",1314634.015
Current Penalty,"$7,317",$0,$0,$0,$0,"$7,317",1314634.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1314634.015
Initial Violations,1,,,,,1,1314393.015
Current Violations,1,,,,,1,1314393.015
Initial Penalty,"$7,391",$0,$0,$0,$0,"$7,391",1314393.015
Current Penalty,"$7,391",$0,$0,$0,$0,"$7,391",1314393.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1314393.015
Initial Violations,1,,,,,1,1312578.015
Current Violations,1,,,,,1,1312578.015
Initial Penalty,"$9,239",$0,$0,$0,$0,"$9,239",1312578.015
Current Penalty,"$6,929",$0,$0,$0,$0,"$6,929",1312578.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1312578.015
Initial Violations,4,,,,,4,1290507.015
Current Violations,4,,,,,4,1290507.015
Initial Penalty,"$35,030",$0,$0,$0,$0,"$35,030",1290507.015
Current Penalty,"$24,521",$0,$0,$0,$0,"$24,521",1290507.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1290507.015
Initial Violations,2,,,,,2,1287750.015
Current Violations,2,,,,,2,1287750.015
Initial Penalty,"$22,838",$0,$0,$0,$0,"$22,838",1287750.015
Current Penalty,"$13,703",$0,$0,$0,$0,"$13,703",1287750.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1287750.015
Initial Violations,2,,,1,,3,1272715.015
Current Violations,2,,,1,,3,1272715.015
Initial Penalty,"$12,290",$0,$0,$0,$0,"$12,290",1272715.015
Current Penalty,"$8,603",$0,$0,$0,$0,"$8,603",1272715.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1272715.015
Initial Violations,,,,1,,1,1260097.015
Current Violations,,,,1,,1,1260097.015
Initial Penalty,$0,$0,$0,"$1,016",$0,"$1,016",1260097.015
Current Penalty,$0,$0,$0,"$1,016",$0,"$1,016",1260097.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1260097.015
Initial Violations,,,2,,,2,1248198.015
Current Violations,,,2,,,2,1248198.015
Initial Penalty,$0,$0,"$117,695",$0,$0,"$117,695",1248198.015
Current Penalty,$0,$0,"$82,387",$0,$0,"$82,387",1248198.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1248198.015
Initial Violations,,,,1,,1,1247998.015
Current Violations,,,,1,,1,1247998.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1247998.015
Current Penalty,$0,$0,$0,$0,$0,$0,1247998.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1247998.015
Initial Violations,1,,,1,,2,1240557.015
Current Violations,1,,,1,,2,1240557.015
Initial Penalty,"$2,100",$0,$0,$0,$0,"$2,100",1240557.015
Current Penalty,"$1,050",$0,$0,$0,$0,"$1,050",1240557.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1240557.015
Initial Violations,3,,,,,3,1246185.015
Current Violations,3,,,,,3,1246185.015
Initial Penalty,"$7,800",$0,$0,$0,$0,"$7,800",1246185.015
Current Penalty,"$7,800",$0,$0,$0,$0,"$7,800",1246185.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1246185.015
Initial Violations,1,,,,,1,1232162.015
Current Violations,1,,,,,1,1232162.015
Initial Penalty,"$7,243",$0,$0,$0,$0,"$7,243",1232162.015
Current Penalty,"$5,070",$0,$0,$0,$0,"$5,070",1232162.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1232162.015
Initial Violations,,,1,,,1,1225628.015
Current Violations,,,1,,,1,1225628.015
Initial Penalty,$0,$0,"$1,500",$0,$0,"$1,500",1225628.015
Current Penalty,$0,$0,"$1,500",$0,$0,"$1,500",1225628.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1225628.015
Initial Violations,,,,1,,1,1223771.015
Current Violations,,,,1,,1,1223771.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1223771.015
Current Penalty,$0,$0,$0,$0,$0,$0,1223771.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1223771.015
Initial Violations,,,,1,,1,1218418.015
Current Violations,,,,1,,1,1218418.015
Initial Penalty,$0,$0,$0,"$7,696",$0,"$7,696",1218418.015
Current Penalty,$0,$0,$0,"$7,696",$0,"$7,696",1218418.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1218418.015
Initial Violations,,,,1,,1,1219504.015
Current Violations,,,,1,,1,1219504.015
Initial Penalty,$0,$0,$0,"$8,465",$0,"$8,465",1219504.015
Current Penalty,$0,$0,$0,"$5,079",$0,"$5,079",1219504.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1219504.015
Initial Violations,1,,,,,1,1199907.015
Current Violations,1,,,,,1,1199907.015
Initial Penalty,$400,$0,$0,$0,$0,$400,1199907.015
Current Penalty,$400,$0,$0,$0,$0,$400,1199907.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1199907.015
Initial Violations,2,,,,,2,1200747.015
Current Violations,2,,,,,2,1200747.015
Initial Penalty,"$10,158",$0,$0,$0,$0,"$10,158",1200747.015
Current Penalty,"$10,158",$0,$0,$0,$0,"$10,158",1200747.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1200747.015
Initial Violations,1,,,2,,3,1199852.015
Current Violations,1,,,2,,3,1199852.015
Initial Penalty,"$5,975",$0,$0,$0,$0,"$5,975",1199852.015
Current Penalty,"$4,481",$0,$0,$0,$0,"$4,481",1199852.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1199852.015
Initial Violations,,,,6,,6,1198528.015
Current Violations,,,,6,,6,1198528.015
Initial Penalty,$0,$0,$0,"$2,010",$0,"$2,010",1198528.015
Current Penalty,$0,$0,$0,"$2,010",$0,"$2,010",1198528.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1198528.015
Initial Violations,1,,,1,,2,1190005.015
Current Violations,1,,,1,,2,1190005.015
Initial Penalty,"$9,054",$0,$0,$0,$0,"$9,054",1190005.015
Current Penalty,"$9,054",$0,$0,$0,$0,"$9,054",1190005.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1190005.015
Initial Violations,2,,,5,,7,1188708.015
Current Violations,2,,,5,,7,1188708.015
Initial Penalty,"$5,850",$0,$0,$0,$0,"$5,850",1188708.015
Current Penalty,"$5,850",$0,$0,$0,$0,"$5,850",1188708.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1188708.015
Initial Violations,,,,1,,1,1184357.015
Current Violations,,,,1,,1,1184357.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1184357.015
Current Penalty,$0,$0,$0,$0,$0,$0,1184357.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1184357.015
Initial Violations,1,,,,,1,1173557.015
Current Violations,1,,,,,1,1173557.015
Initial Penalty,"$12,471",$0,$0,$0,$0,"$12,471",1173557.015
Current Penalty,"$12,471",$0,$0,$0,$0,"$12,471",1173557.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1173557.015
Initial Violations,1,,,,,1,1168125.015
Current Violations,1,,,,,1,1168125.015
Initial Penalty,"$2,526",$0,$0,$0,$0,"$2,526",1168125.015
Current Penalty,"$2,526",$0,$0,$0,$0,"$2,526",1168125.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1168125.015
Initial Violations,4,,,,,4,1144592.015
Current Violations,3,,,1,,4,1144592.015
Initial Penalty,"$35,632",$0,$0,$0,$0,"$35,632",1144592.015
Current Penalty,"$18,707",$0,$0,$0,$0,"$18,707",1144592.015
FTA Penalty,$0,$0,$0,"$24,000",$0,"$24,000",1144592.015
Initial Violations,3,,,,,3,1133313.015
Current Violations,2,,,1,,3,1133313.015
Initial Penalty,"$16,150",$0,$0,$0,$0,"$16,150",1133313.015
Current Penalty,"$6,545",$0,$0,"$2,380",$0,"$8,925",1133313.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1133313.015
