Violations/Penalties,Serious,Willful,Repeat,Other,Unclass,Total,activity_code
Initial Violations,,2,,,,2,1619753.015
Current Violations,,2,,,,2,1619753.015
Initial Penalty,$0,"$140,000",$0,$0,$0,"$140,000",1619753.015
Current Penalty,$0,"$140,000",$0,$0,$0,"$140,000",1619753.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1619753.015
Initial Violations,,,,1,,1,1617010.015
Current Violations,,,,1,,1,1617010.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1617010.015
Current Penalty,$0,$0,$0,$0,$0,$0,1617010.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1617010.015
Initial Violations,,,2,,,2,1609906.015
Current Violations,,,2,,,2,1609906.015
Initial Penalty,$0,$0,"$7,500",$0,$0,"$7,500",1609906.015
Current Penalty,$0,$0,"$6,750",$0,$0,"$6,750",1609906.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1609906.015
Initial Violations,1,,,,,1,1607451.015
Current Violations,,,,1,,1,1607451.015
Initial Penalty,"$5,283",$0,$0,$0,$0,"$5,283",1607451.015
Current Penalty,$0,$0,$0,"$5,283",$0,"$5,283",1607451.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1607451.015
Initial Violations,,,2,,,2,1601808.015
Current Violations,,,2,,,2,1601808.015
Initial Penalty,$0,$0,"$290,054",$0,$0,"$290,054",1601808.015
Current Penalty,$0,$0,"$290,054",$0,$0,"$290,054",1601808.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1601808.015
Initial Violations,,1,2,,,3,1599901.015
Current Violations,,1,2,,,3,1599901.015
Initial Penalty,$0,"$145,027","$102,553",$0,$0,"$247,580",1599901.015
Current Penalty,$0,"$145,027","$102,553",$0,$0,"$247,580",1599901.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1599901.015
Initial Violations,,,3,,,3,1599864.015
Current Violations,,,3,,,3,1599864.015
Initial Penalty,$0,$0,"$138,295",$0,$0,"$138,295",1599864.015
Current Penalty,$0,$0,"$138,295",$0,$0,"$138,295",1599864.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1599864.015
Initial Violations,3,,4,,,7,1598544.015
Current Violations,3,,4,,,7,1598544.015
Initial Penalty,"$27,348",$0,"$364,628",$0,$0,"$391,976",1598544.015
Current Penalty,"$27,348",$0,"$364,628",$0,$0,"$391,976",1598544.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1598544.015
Initial Violations,1,1,3,,,5,1597335.015
Current Violations,1,1,3,,,5,1597335.015
Initial Penalty,"$7,000","$70,000","$71,500",$0,$0,"$148,500",1597335.015
Current Penalty,"$7,000","$70,000","$71,500",$0,$0,"$148,500",1597335.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1597335.015
Initial Violations,,3,2,,,5,1596914.015
Current Violations,,3,2,,,5,1596914.015
Initial Penalty,$0,"$410,208","$13,673",$0,$0,"$423,881",1596914.015
Current Penalty,$0,"$410,208","$13,673",$0,$0,"$423,881",1596914.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1596914.015
Initial Violations,,,3,,,3,1597065.015
Current Violations,,,3,,,3,1597065.015
Initial Penalty,$0,$0,"$418,509",$0,$0,"$418,509",1597065.015
Current Penalty,$0,$0,"$418,509",$0,$0,"$418,509",1597065.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1597065.015
Initial Violations,,,,1,,1,1596336.015
Current Violations,,,,1,,1,1596336.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1596336.015
Current Penalty,$0,$0,$0,$0,$0,$0,1596336.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1596336.015
Initial Violations,1,4,2,,,7,1593249.015
Current Violations,1,4,2,,,7,1593249.015
Initial Penalty,"$6,837","$555,235","$13,673",$0,$0,"$575,745",1593249.015
Current Penalty,"$6,837","$555,235","$13,673",$0,$0,"$575,745",1593249.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1593249.015
Initial Violations,,3,1,,,4,1592570.015
Current Violations,,3,1,,,4,1592570.015
Initial Penalty,$0,"$418,499","$11,396",$0,$0,"$429,895",1592570.015
Current Penalty,$0,"$418,499","$11,396",$0,$0,"$429,895",1592570.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1592570.015
Initial Violations,3,,,1,,4,1592900.015
Current Violations,3,,,1,,4,1592900.015
Initial Penalty,"$31,080",$0,$0,"$2,072",$0,"$33,152",1592900.015
Current Penalty,"$31,080",$0,$0,"$2,072",$0,"$33,152",1592900.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1592900.015
Initial Violations,,,,1,,1,1592340.015
Current Violations,,,,1,,1,1592340.015
Initial Penalty,$0,$0,$0,"$1,279",$0,"$1,279",1592340.015
Current Penalty,$0,$0,$0,"$1,279",$0,"$1,279",1592340.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1592340.015
Initial Violations,,1,2,,,3,1590571.015
Current Violations,,1,2,,,3,1590571.015
Initial Penalty,$0,"$136,736","$273,482",$0,$0,"$410,218",1590571.015
Current Penalty,$0,"$136,736","$273,482",$0,$0,"$410,218",1590571.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1590571.015
Initial Violations,,,3,,,3,1590827.015
Current Violations,,,3,,,3,1590827.015
Initial Penalty,$0,$0,"$312,846",$0,$0,"$312,846",1590827.015
Current Penalty,$0,$0,"$312,846",$0,$0,"$312,846",1590827.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1590827.015
Initial Violations,,,,1,,1,1590051.015
Current Violations,,,,1,,1,1590051.015
Initial Penalty,$0,$0,$0,"$1,100",$0,"$1,100",1590051.015
Current Penalty,$0,$0,$0,"$1,100",$0,"$1,100",1590051.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1590051.015
Initial Violations,,3,,,,3,1589448.015
Current Violations,,3,,,,3,1589448.015
Initial Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
Current Penalty,$0,"$410,208",$0,$0,$0,"$410,208",1589448.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1589448.015
Initial Violations,,,5,,,5,1588719.015
Current Violations,,,5,,,5,1588719.015
Initial Penalty,$0,$0,"$549,030",$0,$0,"$549,030",1588719.015
Current Penalty,$0,$0,"$549,030",$0,$0,"$549,030",1588719.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1588719.015
Initial Violations,,,4,,,4,1586442.015
Current Violations,,,4,,,4,1586442.015
Initial Penalty,$0,$0,"$364,628",$0,$0,"$364,628",1586442.015
Current Penalty,$0,$0,"$364,628",$0,$0,"$364,628",1586442.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1586442.015
Initial Violations,,,1,1,,2,1585314.015
Current Violations,,,1,1,,2,1585314.015
Initial Penalty,$0,$0,"$2,500",$500,$0,"$3,000",1585314.015
Current Penalty,$0,$0,"$2,500",$500,$0,"$3,000",1585314.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1585314.015
Initial Violations,,4,1,,,5,1585315.015
Current Violations,,4,1,,,5,1585315.015
Initial Penalty,$0,"$546,944","$91,157",$0,$0,"$638,101",1585315.015
Current Penalty,$0,"$546,944","$91,157",$0,$0,"$638,101",1585315.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1585315.015
Initial Violations,,,,1,,1,1582871.015
Current Violations,,,,1,,1,1582871.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1582871.015
Current Penalty,$0,$0,$0,$0,$0,$0,1582871.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1582871.015
Initial Violations,,,,1,,1,1580600.015
Current Violations,,,,1,,1,1580600.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1580600.015
Current Penalty,$0,$0,$0,$0,$0,$0,1580600.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1580600.015
Initial Violations,,,2,,,2,1578203.015
Current Violations,,,2,,,2,1578203.015
Initial Penalty,$0,$0,"$290,054",$0,$0,"$290,054",1578203.015
Current Penalty,$0,$0,"$290,054",$0,$0,"$290,054",1578203.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1578203.015
Initial Violations,2,,,,,2,1575910.015
Current Violations,,,,1,,1,1575910.015
Initial Penalty,"$29,004",$0,$0,$0,$0,"$29,004",1575910.015
Current Penalty,$0,$0,$0,"$5,000",$0,"$5,000",1575910.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1575910.015
Initial Violations,,,,1,,1,1571838.015
Current Violations,,,,1,,1,1571838.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1571838.015
Current Penalty,$0,$0,$0,$0,$0,$0,1571838.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1571838.015
Initial Violations,,,1,,,1,1572077.015
Current Violations,,,1,,,1,1572077.015
Initial Penalty,$0,$0,"$68,365",$0,$0,"$68,365",1572077.015
Current Penalty,$0,$0,"$41,019",$0,$0,"$41,019",1572077.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1572077.015
Initial Violations,,,1,,,1,1570337.015
Current Violations,,,1,,,1,1570337.015
Initial Penalty,$0,$0,"$136,741",$0,$0,"$136,741",1570337.015
Current Penalty,$0,$0,"$136,741",$0,$0,"$136,741",1570337.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1570337.015
Initial Violations,,,,1,,1,1568259.015
Current Violations,,,,1,,1,1568259.015
Initial Penalty,$0,$0,$0,"$10,360",$0,"$10,360",1568259.015
Current Penalty,$0,$0,$0,"$6,500",$0,"$6,500",1568259.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1568259.015
Initial Violations,2,,1,1,,4,1567718.015
Current Violations,2,,1,1,,4,1567718.015
Initial Penalty,"$9,000",$0,"$18,000",$0,$0,"$27,000",1567718.015
Current Penalty,"$9,000",$0,"$18,000",$0,$0,"$27,000",1567718.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1567718.015
Initial Violations,1,,1,,,2,1565322.015
Current Violations,,,1,1,,2,1565322.015
Initial Penalty,"$9,116",$0,"$136,741",$0,$0,"$145,857",1565322.015
Current Penalty,$0,$0,"$102,556",$0,$0,"$102,556",1565322.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1565322.015
Initial Violations,2,,1,,,3,1564582.015
Current Violations,2,,1,,,3,1564582.015
Initial Penalty,"$9,900",$0,"$31,500",$0,$0,"$41,400",1564582.015
Current Penalty,"$7,920",$0,"$25,200",$0,$0,"$33,120",1564582.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1564582.015
Initial Violations,,,1,,,1,1565904.015
Current Violations,,,1,,,1,1565904.015
Initial Penalty,$0,$0,"$2,279",$0,$0,"$2,279",1565904.015
Current Penalty,$0,$0,"$2,279",$0,$0,"$2,279",1565904.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1565904.015
Initial Violations,2,,,1,,3,1560126.015
Current Violations,2,,,1,,3,1560126.015
Initial Penalty,"$3,400",$0,$0,$850,$0,"$4,250",1560126.015
Current Penalty,"$2,210",$0,$0,$552,$0,"$2,762",1560126.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1560126.015
Initial Violations,1,,,1,,2,1559982.015
Current Violations,1,,,1,,2,1559982.015
Initial Penalty,"$13,653",$0,$0,$0,$0,"$13,653",1559982.015
Current Penalty,"$3,511",$0,$0,$0,$0,"$3,511",1559982.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1559982.015
Initial Violations,,2,1,,,3,1551005.015
Current Violations,,2,1,,,3,1551005.015
Initial Penalty,$0,"$273,472","$91,157",$0,$0,"$364,629",1551005.015
Current Penalty,$0,"$205,104","$68,368",$0,$0,"$273,472",1551005.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1551005.015
Initial Violations,,,1,,,1,1550140.015
Current Violations,,,1,,,1,1550140.015
Initial Penalty,$0,$0,"$5,000",$0,$0,"$5,000",1550140.015
Current Penalty,$0,$0,"$3,250",$0,$0,"$3,250",1550140.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1550140.015
Initial Violations,2,,,,,2,1545894.015
Current Violations,2,,,,,2,1545894.015
Initial Penalty,"$11,366",$0,$0,$0,$0,"$11,366",1545894.015
Current Penalty,"$5,683",$0,$0,$0,$0,"$5,683",1545894.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1545894.015
Initial Violations,1,,,1,,2,1466752.015
Current Violations,1,,,1,,2,1466752.015
Initial Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1466752.015
Current Penalty,"$4,000",$0,$0,$0,$0,"$4,000",1466752.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1466752.015
Initial Violations,,,1,,,1,1535655.015
Current Violations,,,1,,,1,1535655.015
Initial Penalty,$0,$0,"$85,822",$0,$0,"$85,822",1535655.015
Current Penalty,$0,$0,"$60,000",$0,$0,"$60,000",1535655.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1535655.015
Initial Violations,,,,2,,2,1524910.015
Current Violations,,,,2,,2,1524910.015
Initial Penalty,$0,$0,$0,"$1,600",$0,"$1,600",1524910.015
Current Penalty,$0,$0,$0,"$1,600",$0,"$1,600",1524910.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1524910.015
Initial Violations,,,,1,,1,1522252.015
Current Violations,,,,1,,1,1522252.015
Initial Penalty,$0,$0,$0,$200,$0,$200,1522252.015
Current Penalty,$0,$0,$0,$200,$0,$200,1522252.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1522252.015
Initial Violations,,,1,,,1,1517332.015
Current Violations,,,1,,,1,1517332.015
Initial Penalty,$0,$0,"$107,283",$0,$0,"$107,283",1517332.015
Current Penalty,$0,$0,"$75,000",$0,$0,"$75,000",1517332.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1517332.015
Initial Violations,1,,,,,1,1516101.015
Current Violations,1,,,,,1,1516101.015
Initial Penalty,"$10,728",$0,$0,$0,$0,"$10,728",1516101.015
Current Penalty,"$7,510",$0,$0,$0,$0,"$7,510",1516101.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1516101.015
Initial Violations,,,,1,,1,1510662.015
Current Violations,,,,1,,1,1510662.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1510662.015
Current Penalty,$0,$0,$0,$0,$0,$0,1510662.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1510662.015
Initial Violations,,,,2,,2,1511904.015
Current Violations,,,,2,,2,1511904.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1511904.015
Current Penalty,$0,$0,$0,$0,$0,$0,1511904.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1511904.015
Initial Violations,1,,,,,1,1509745.015
Current Violations,1,,,,,1,1509745.015
Initial Penalty,"$6,415",$0,$0,$0,$0,"$6,415",1509745.015
Current Penalty,"$4,491",$0,$0,$0,$0,"$4,491",1509745.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1509745.015
Initial Violations,,,2,,,2,1500289.015
Current Violations,,,2,,,2,1500289.015
Initial Penalty,$0,$0,"$128,733",$0,$0,"$128,733",1500289.015
Current Penalty,$0,$0,"$90,000",$0,$0,"$90,000",1500289.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1500289.015
Initial Violations,,1,,,,1,1498759.015
Current Violations,,1,,,,1,1498759.015
Initial Penalty,$0,"$128,726",$0,$0,$0,"$128,726",1498759.015
Current Penalty,$0,"$90,000",$0,$0,$0,"$90,000",1498759.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1498759.015
Initial Violations,,1,,,,1,1492446.015
Current Violations,,1,,,,1,1492446.015
Initial Penalty,$0,"$128,726",$0,$0,$0,"$128,726",1492446.015
Current Penalty,$0,"$90,000",$0,$0,$0,"$90,000",1492446.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1492446.015
Initial Violations,1,,,,,1,1487770.015
Current Violations,1,,,,,1,1487770.015
Initial Penalty,"$22,500",$0,$0,$0,$0,"$22,500",1487770.015
Current Penalty,"$9,000",$0,$0,$0,$0,"$9,000",1487770.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1487770.015
Initial Violations,10,,,2,,12,1487012.015
Current Violations,10,,,2,,12,1487012.015
Initial Penalty,"$57,600",$0,$0,$0,$0,"$57,600",1487012.015
Current Penalty,"$51,840",$0,$0,$0,$0,"$51,840",1487012.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1487012.015
Initial Violations,,,2,,,2,1483184.015
Current Violations,,,2,,,2,1483184.015
Initial Penalty,$0,$0,"$169,642",$0,$0,"$169,642",1483184.015
Current Penalty,$0,$0,"$115,000",$0,$0,"$115,000",1483184.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1483184.015
Initial Violations,,,,1,,1,1469985.015
Current Violations,,,,1,,1,1469985.015
Initial Penalty,$0,$0,$0,$200,$0,$200,1469985.015
Current Penalty,$0,$0,$0,$200,$0,$200,1469985.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1469985.015
Initial Violations,2,,1,,,3,1467642.015
Current Violations,2,,1,,,3,1467642.015
Initial Penalty,"$26,988",$0,"$4,242",$0,$0,"$31,230",1467642.015
Current Penalty,"$16,193",$0,"$2,545",$0,$0,"$18,738",1467642.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1467642.015
Initial Violations,,,3,,,3,1461290.015
Current Violations,,,3,,,3,1461290.015
Initial Penalty,$0,$0,"$240,962",$0,$0,"$240,962",1461290.015
Current Penalty,$0,$0,"$96,390",$0,$0,"$96,390",1461290.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1461290.015
Initial Violations,,,1,,,1,1459326.015
Current Violations,,,1,,,1,1459326.015
Initial Penalty,$0,$0,"$63,613",$0,$0,"$63,613",1459326.015
Current Penalty,$0,$0,"$38,000",$0,$0,"$38,000",1459326.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1459326.015
Initial Violations,1,,,,,1,1455352.015
Current Violations,1,,,,,1,1455352.015
Initial Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1455352.015
Current Penalty,"$8,096",$0,$0,$0,$0,"$8,096",1455352.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1455352.015
Initial Violations,,,,2,,2,1455290.015
Current Violations,,,,1,,1,1455290.015
Initial Penalty,$0,$0,$0,$700,$0,$700,1455290.015
Current Penalty,$0,$0,$0,$420,$0,$420,1455290.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1455290.015
Initial Violations,1,,,,,1,1453100.015
Current Violations,1,,,,,1,1453100.015
Initial Penalty,"$13,494",$0,$0,$0,$0,"$13,494",1453100.015
Current Penalty,"$8,096",$0,$0,$0,$0,"$8,096",1453100.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1453100.015
Initial Violations,,,,2,,2,1451004.015
Current Violations,,,,2,,2,1451004.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1451004.015
Current Penalty,$0,$0,$0,$0,$0,$0,1451004.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1451004.015
Initial Violations,1,,3,,,4,1450479.015
Current Violations,1,,3,,,4,1450479.015
Initial Penalty,"$8,482",$0,"$18,024",$0,$0,"$26,506",1450479.015
Current Penalty,"$4,665",$0,"$8,331",$0,$0,"$12,996",1450479.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1450479.015
Initial Violations,1,,2,1,,4,1439273.015
Current Violations,1,,2,1,,4,1439273.015
Initial Penalty,"$8,482",$0,"$67,848",$0,$0,"$76,330",1439273.015
Current Penalty,"$4,665",$0,"$37,316",$0,$0,"$41,982",1439273.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1439273.015
Initial Violations,1,,1,,,2,1436276.015
Current Violations,1,,1,,,2,1436276.015
Initial Penalty,"$8,482",$0,"$63,613",$0,$0,"$72,095",1436276.015
Current Penalty,"$4,665",$0,"$34,987",$0,$0,"$39,652",1436276.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1436276.015
Initial Violations,,,,1,,1,1427131.015
Current Violations,,,,1,,1,1427131.015
Initial Penalty,$0,$0,$0,"$1,000",$0,"$1,000",1427131.015
Current Penalty,$0,$0,$0,$0,$0,$0,1427131.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1427131.015
Initial Violations,1,,1,,,2,1422645.015
Current Violations,1,,1,,,2,1422645.015
Initial Penalty,"$9,472",$0,"$132,598",$0,$0,"$142,070",1422645.015
Current Penalty,"$3,315",$0,"$89,503",$0,$0,"$92,819",1422645.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1422645.015
Initial Violations,,,,1,,1,1421761.015
Current Violations,,,,1,,1,1421761.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1421761.015
Current Penalty,$0,$0,$0,$0,$0,$0,1421761.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1421761.015
Initial Violations,,,,1,,1,1417285.015
Current Violations,,,,1,,1,1417285.015
Initial Penalty,$0,$0,$0,$560,$0,$560,1417285.015
Current Penalty,$0,$0,$0,$450,$0,$450,1417285.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1417285.015
Initial Violations,,,,1,,1,1403214.015
Current Violations,,,,1,,1,1403214.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1403214.015
Current Penalty,$0,$0,$0,$0,$0,$0,1403214.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1403214.015
Initial Violations,,,,1,,1,1395846.015
Current Violations,,,,1,,1,1395846.015
Initial Penalty,$0,$0,$0,"$2,085",$0,"$2,085",1395846.015
Current Penalty,$0,$0,$0,"$1,043",$0,"$1,043",1395846.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1395846.015
Initial Violations,,,,1,,1,1390605.015
Current Violations,,,,1,,1,1390605.015
Initial Penalty,$0,$0,$0,$700,$0,$700,1390605.015
Current Penalty,$0,$0,$0,$700,$0,$700,1390605.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1390605.015
Initial Violations,,,,1,,1,1381030.015
Current Violations,,,,1,,1,1381030.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1381030.015
Current Penalty,$0,$0,$0,$0,$0,$0,1381030.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1381030.015
Initial Violations,,,,3,,3,1375565.015
Current Violations,,,,3,,3,1375565.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1375565.015
Current Penalty,$0,$0,$0,$0,$0,$0,1375565.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1375565.015
Initial Violations,,,1,,,1,1352167.015
Current Violations,,,1,,,1,1352167.015
Initial Penalty,$0,$0,"$83,347",$0,$0,"$83,347",1352167.015
Current Penalty,$0,$0,"$45,000",$0,$0,"$45,000",1352167.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1352167.015
Initial Violations,,,,1,,1,1348061.015
Current Violations,,,,1,,1,1348061.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1348061.015
Current Penalty,$0,$0,$0,$0,$0,$0,1348061.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1348061.015
Initial Violations,,,,1,,1,1336307.015
Current Violations,,,,1,,1,1336307.015
Initial Penalty,$0,$0,$0,"$9,239",$0,"$9,239",1336307.015
Current Penalty,$0,$0,$0,"$4,620",$0,"$4,620",1336307.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1336307.015
Initial Violations,,,1,,,1,1329056.015
Current Violations,1,,,,,1,1329056.015
Initial Penalty,$0,$0,"$71,137",$0,$0,"$71,137",1329056.015
Current Penalty,"$12,934",$0,$0,$0,$0,"$12,934",1329056.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1329056.015
Initial Violations,,,,1,,1,1323162.015
Current Violations,,,,1,,1,1323162.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1323162.015
Current Penalty,$0,$0,$0,$0,$0,$0,1323162.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1323162.015
Initial Violations,,,2,1,,3,1301615.015
Current Violations,,,2,1,,3,1301615.015
Initial Penalty,$0,$0,"$73,910",$0,$0,"$73,910",1301615.015
Current Penalty,$0,$0,"$50,000",$0,$0,"$50,000",1301615.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1301615.015
Initial Violations,,,2,,,2,1283802.015
Current Violations,,,2,,,2,1283802.015
Initial Penalty,$0,$0,"$60,974",$0,$0,"$60,974",1283802.015
Current Penalty,$0,$0,"$24,944",$0,$0,"$24,944",1283802.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1283802.015
Initial Violations,1,,,,,1,1280975.015
Current Violations,1,,,,,1,1280975.015
Initial Penalty,"$4,889",$0,$0,$0,$0,"$4,889",1280975.015
Current Penalty,"$3,000",$0,$0,$0,$0,"$3,000",1280975.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1280975.015
Initial Violations,,,,1,,1,1265352.015
Current Violations,,,,1,,1,1265352.015
Initial Penalty,$0,$0,$0,$200,$0,$200,1265352.015
Current Penalty,$0,$0,$0,$200,$0,$200,1265352.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1265352.015
Initial Violations,,,1,,,1,1225250.015
Current Violations,,,,1,,1,1225250.015
Initial Penalty,$0,$0,"$3,984",$0,$0,"$3,984",1225250.015
Current Penalty,$0,$0,$0,"$2,000",$0,"$2,000",1225250.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1225250.015
Initial Violations,1,,,,,1,1226089.015
Current Violations,,,,1,,1,1226089.015
Initial Penalty,"$1,500",$0,$0,$0,$0,"$1,500",1226089.015
Current Penalty,$0,$0,$0,$0,$0,$0,1226089.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1226089.015
Initial Violations,,,,1,,1,1203374.015
Current Violations,,,,1,,1,1203374.015
Initial Penalty,$0,$0,$0,"$1,000",$0,"$1,000",1203374.015
Current Penalty,$0,$0,$0,"$1,000",$0,"$1,000",1203374.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1203374.015
Initial Violations,,,1,1,,2,1201133.015
Current Violations,,,1,1,,2,1201133.015
Initial Penalty,$0,$0,"$59,752",$0,$0,"$59,752",1201133.015
Current Penalty,$0,$0,"$36,000",$0,$0,"$36,000",1201133.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1201133.015
Initial Violations,,,,1,,1,1200685.015
Current Violations,,,,1,,1,1200685.015
Initial Penalty,$0,$0,$0,$0,$0,$0,1200685.015
Current Penalty,$0,$0,$0,$0,$0,$0,1200685.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1200685.015
Initial Violations,,,1,,,1,1195208.015
Current Violations,,,1,,,1,1195208.015
Initial Penalty,$0,$0,"$90,540",$0,$0,"$90,540",1195208.015
Current Penalty,$0,$0,"$54,324",$0,$0,"$54,324",1195208.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1195208.015
Initial Violations,1,,1,,,2,1192554.015
Current Violations,,,1,1,,2,1192554.015
Initial Penalty,"$9,959",$0,"$99,594",$0,$0,"$109,553",1192554.015
Current Penalty,$0,$0,"$68,000",$0,$0,"$68,000",1192554.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1192554.015
Initial Violations,,,4,,,4,1184028.015
Current Violations,,,4,,,4,1184028.015
Initial Penalty,$0,$0,"$156,625",$0,$0,"$156,625",1184028.015
Current Penalty,$0,$0,"$109,638",$0,$0,"$109,638",1184028.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1184028.015
Initial Violations,2,,,,,2,1181678.015
Current Violations,1,,,1,,2,1181678.015
Initial Penalty,"$4,543",$0,$0,$0,$0,"$4,543",1181678.015
Current Penalty,"$3,180",$0,$0,$0,$0,"$3,180",1181678.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1181678.015
Initial Violations,,,3,1,,4,1180314.015
Current Violations,,,3,1,,4,1180314.015
Initial Penalty,$0,$0,"$103,576",$0,$0,"$103,576",1180314.015
Current Penalty,$0,$0,"$62,146",$0,$0,"$62,146",1180314.015
FTA Penalty,$0,$0,$0,$0,$0,$0,1180314.015
